Index,Artist,Title,Mood,Link
ML1303,Wanda Jackson,Nervous Breakdown,angry,https://genius.com/Wanda-Jackson-Nervous-Breakdown-lyrics
ML1304,M.I.A.,Fire Fire,angry,https://genius.com/MIA-Fire-Fire-lyrics
ML1305,Andreya Triana,X,sad,https://genius.com/Andreya-Triana-X-lyrics
ML1306,Peggy Sue,Matilda,sad,https://genius.com/Peggy-Sue-Matilda-lyrics
ML1307,Z.Z. Hill,Down Home Blues,relaxed,https://genius.com/ZZ-Hill-Down-Home-Blues-lyrics
ML1308,Ryan Adams & The Cardinals,Fix It,happy,https://genius.com/Ryan-Adams-and-The-Cardinals-Fix-It-lyrics
ML1309,The Robert Cray Band,Smoking Gun,angry,http://www.songlyrics.com/the-robert-cray-band/Smoking-Gun-lyrics
ML1310,Huey,When I Hustle ,relaxed,https://genius.com/Huey-When-I-Hustle-lyrics
ML1311,Parlours,I Dream Of Chicago,relaxed,https://genius.com/Parlours-I-Dream-Of-Chicago-lyrics
ML1312,Three Dog Night,The Family Of Man,relaxed,https://genius.com/Three-Dog-Night-The-Family-Of-Man-lyrics
ML1313,Vince Gill,Take Your Memory With You,sad,https://genius.com/Vince-Gill-Take-Your-Memory-With-You-lyrics
ML1314,Faith Hill,Take Me As I Am,relaxed,https://genius.com/Faith-Hill-Take-Me-As-I-Am-lyrics
ML1315,Strike Anywhere,The Promise,sad,https://genius.com/Strike-Anywhere-The-Promise-lyrics
ML1316,Elefante,El Abandonao,sad,https://genius.com/Elefante-El-Abandonao-lyrics
ML1317,Kenny Rogers,Love Lifted Me,happy,https://genius.com/Kenny-Rogers-Love-Lifted-Me-lyrics
ML1318,L.A. Guns,Kiss My Love Goodbye,happy,https://genius.com/LA-Guns-Kiss-My-Love-Goodbye-lyrics
ML1319,James Ingram,I Don't Have The Heart,happy,https://genius.com/James-Ingram-I-Dont-Have-The-Heart-lyrics
ML1320,Nelly,Party People ,happy,https://genius.com/Nelly-Party-People-lyrics
ML1321,The Dirty Dozen Brass Band,Ruler Of My Heart ,angry,http://www.songlyrics.com/the-dirty-dozen-brass-band/Ruler-Of-My-Heart-lyrics
ML1322,The Pretenders,Kid,sad,https://genius.com/The-Pretenders-Kid-lyrics
ML1323,The Drifters,Save The Last Dance For Me,relaxed,https://genius.com/The-Drifters-Save-The-Last-Dance-For-Me-lyrics
ML1324,Ray LaMontagne,Three More Days,relaxed,https://genius.com/Ray-LaMontagne-Three-More-Days-lyrics
ML1325,Marvin Gaye,Come Live With Me Angel,relaxed,https://genius.com/Marvin-Gaye-Come-Live-With-Me-Angel-lyrics
ML1326,Donnie McClurkin,Great And Mighty Is Our God,happy,https://genius.com/Donnie-McClurkin-Great-And-Mighty-Is-Our-God-lyrics
ML1327,Maysa,Out Of The Blue,happy,https://genius.com/Maysa-Out-Of-The-Blue-lyrics
ML1328,Lykke Li,Youth Knows No Pain,angry,https://genius.com/Lykke-Li-Youth-Knows-No-Pain-lyrics
ML1329,Darker My Love,Waves,sad,https://genius.com/Darker-My-Love-Waves-lyrics
ML1330,Death By Stereo,Welcome To The Party,angry,https://genius.com/Death-By-Stereo-Welcome-To-The-Party-lyrics
ML1331,Marsha Ambrosius,Lose Myself,happy,https://genius.com/Marsha-Ambrosius-Lose-Myself-lyrics
ML1332,Dave Alvin,Black Sky,relaxed,https://genius.com/Dave-Alvin-Black-Sky-lyrics
ML1333,Mission Of Burma,Donna Sumeria,happy,https://genius.com/Mission-Of-Burma-Donna-Sumeria-lyrics
ML1334,The Blues Brothers,Sweet Home Chicago,relaxed,https://genius.com/The-Blues-Brothers-Sweet-Home-Chicago-lyrics
ML1335,Ratatat,Seventeen Years,sad,https://genius.com/Ratatat-Seventeen-Years-lyrics
ML1336,Six Feet Under,Seed Of Filth,sad,https://genius.com/Six-Feet-Under-Seed-Of-Filth-lyrics
ML1337,Telekinesis,I Got You,relaxed,https://genius.com/Telekinesis-I-Got-You-lyrics
ML1338,Ceo,White Magic,relaxed,https://genius.com/Ceo-White-Magic-lyrics
ML1339,Obits,Back And Forth,sad,https://genius.com/Obits-Back-And-Forth-lyrics
ML1340,Surfer Blood,Take It Easy,relaxed,https://genius.com/Surfer-Blood-Take-It-Easy-lyrics
ML1341,Elliott Smith,Needle In The Hay,sad,https://genius.com/Elliott-Smith-Needle-In-The-Hay-lyrics
ML1342,The Smiths,Ask,angry,https://genius.com/The-Smiths-Ask-lyrics
ML1343,Discovery,So Insane,angry,https://genius.com/Discovery-So-Insane-lyrics
ML1344,Mustafa Sandal,Kalmadi,sad,https://genius.com/Mustafa-Sandal-Kalmadi-lyrics
ML1345,Ratt,You're In Love,happy,https://genius.com/Ratt-Youre-In-Love-lyrics
ML1346,Charlie Gracie,Butterfly,relaxed,https://genius.com/Charlie-Gracie-Butterfly-lyrics
ML1347,Jose Jose,Tu Me Estas Volviendo Loco,sad,https://genius.com/Jose-Jose-Tu-Me-Estas-Volviendo-Loco-lyrics
ML1348,Juan Luis Guerra,El Costo De La Vida,sad,https://genius.com/Juan-Luis-Guerra-El-Costo-De-La-Vida-lyrics
ML1349,Ricky Martin,Con Tu Nombre,sad,https://genius.com/Ricky-Martin-Con-Tu-Nombre-lyrics
ML1350,Marvin Gaye,Pride And Joy ,happy,https://genius.com/Marvin-Gaye-Pride-And-Joy-lyrics
ML1351,Queen Latifah,Simply Beautiful ,happy,https://genius.com/Queen-Latifah-Simply-Beautiful-lyrics
ML1352,The Blind Boys Of Alabama,Down By The Riverside ,angry,https://genius.com/The-Blind-Boys-Of-Alabama-Down-By-The-Riverside-lyrics
ML1353,Gloria Lynne,I'm Glad There Is You,happy,https://genius.com/Gloria-Lynne-Im-Glad-There-Is-You-lyrics
ML1354,The Tymes,So Much In Love,happy,https://genius.com/The-Tymes-So-Much-In-Love-lyrics
ML1355,Elvis Presley,Love Me Tender,happy,https://genius.com/Elvis-Presley-Love-Me-Tender-lyrics
ML1356,Roy Orbison,Dream Baby ,relaxed,http://www.songlyrics.com/roy-orbison/Dream-Baby-lyrics
ML1357,The Allman Brothers Band,Revival,happy,https://genius.com/The-Allman-Brothers-Band-Revival-lyrics
ML1358,The Blackbyrds,Happy Music,happy,https://genius.com/The-Blackbyrds-Happy-Music-lyrics
ML1359,Ray Charles,Crazy Love ,happy,https://genius.com/Ray-Charles-Crazy-Love-lyrics
ML1360,The Whispers,My Heart Your Heart,happy,https://genius.com/The-Whispers-My-Heart-Your-Heart-lyrics
ML1361,Blackstreet,Joy,happy,https://genius.com/Blackstreet-Joy-lyrics
ML1362,U2,The Three Sunrises,happy,https://genius.com/U2-The-Three-Sunrises-lyrics
ML1363,Morrissey,"The More You Ignore Me, The Closer I Get",angry,https://genius.com/Morrissey-The-More-You-Ignore-Me-The-Closer-I-Get-lyrics
ML1364,Fenix TX,All My Fault,sad,https://genius.com/Fenix-TX-All-My-Fault-lyrics
ML1365,Take 6,You Don't Have To Be Afraid,angry,https://genius.com/Take-6-You-Dont-Have-To-Be-Afraid-lyrics
ML1366,NLT,That Girl,relaxed,https://genius.com/NLT-That-Girl-lyrics
ML1367,J. Valentine,She Worth The Trouble,angry,https://genius.com/J-Valentine-She-Worth-The-Trouble-lyrics
ML1368,John Brown,Imma Love You Right,happy,https://genius.com/John-Brown-Imma-Love-You-Right-lyrics
ML1369,Los Super Reyes,El Rey ,sad,https://lyrics.fandom.com/wiki/Los_Super_Reyes:El_Rey
ML1370,Death Cab For Cutie,Someday You Will Be Loved,happy,https://genius.com/Death-Cab-For-Cutie-Someday-You-Will-Be-Loved-lyrics
ML1371,Daryle Singletary,Amen Kind Of Love,relaxed,https://genius.com/Daryle-Singletary-Amen-Kind-Of-Love-lyrics
ML1372,Lonestar,Tell Her,happy,https://genius.com/Lonestar-Tell-Her-lyrics
ML1373,Lemon Jelly,Space Walk,happy,https://genius.com/Lemon-Jelly-Space-Walk-lyrics
ML1374,Gregory Porter,Lonely One,sad,https://genius.com/Gregory-Porter-Lonely-One-lyrics
ML1375,Sinead O'Connor,War,angry,https://genius.com/Sinead-OConnor-War-lyrics
ML1376,Charles Bradley,I Believe In Your Love,happy,https://genius.com/Charles-Bradley-I-Believe-In-Your-Love-lyrics
ML1377,The Grateful Dead,Fire On The Mountain,angry,https://genius.com/The-Grateful-Dead-Fire-On-The-Mountain-lyrics
ML1378,Dixie Chicks,There's Your Trouble,angry,https://genius.com/Dixie-Chicks-Theres-Your-Trouble-lyrics
ML1379,Loretta Lynn,Trouble On The Line,angry,https://genius.com/Loretta-Lynn-Trouble-On-The-Line-lyrics
ML1380,The Midnighters,Sexy Ways ,happy,http://www.songlyrics.com/the-midnighters/Sexy-Ways-lyrics
ML1381,The Diamonds,The Stroll,relaxed,https://genius.com/The-Diamonds-The-Stroll-lyrics
ML1382,Little Richard,Long Tall Sally,happy,https://genius.com/Little-Richard-Long-Tall-Sally-lyrics
ML1383,Mike Reno & Ann Wilson,Almost Paradise,relaxed,https://genius.com/Mike-Reno-and-Ann-Wilson-Almost-Paradise-lyrics
ML1384,Gregg Allman,I Believe I'll Go Back Home,relaxed,https://genius.com/Gregg-Allman-I-Believe-Ill-Go-Back-Home-lyrics
ML1385,Stevie Wonder,Creepin',relaxed,https://genius.com/Stevie-Wonder-Creepin-lyrics
ML1386,Duffy,Rockferry,relaxed,https://genius.com/Duffy-Rockferry-lyrics
ML1387,Justin Bieber,One Less Lonely Girl,sad,https://genius.com/Justin-Bieber-One-Less-Lonely-Girl-lyrics
ML1388,Silversun Pickups,Growing Old Is Getting Old,angry,https://genius.com/Silversun-Pickups-Growing-Old-Is-Getting-Old-lyrics
ML1389,Carney,Love Me Chase Me,relaxed,https://genius.com/Carney-Love-Me-Chase-Me-lyrics
ML1390,Bobby Helms,My Special Angel,relaxed,https://genius.com/Bobby-Helms-My-Special-Angel-lyrics
ML1391,Clay Walker,I Can't Sleep,relaxed,https://genius.com/Clay-Walker-I-Cant-Sleep-lyrics
ML1392,Mutemath,The Nerve,angry,https://genius.com/Mutemath-The-Nerve-lyrics
ML1393,The Mars Volta,Asilos Magdalena,sad,https://genius.com/The-Mars-Volta-Asilos-Magdalena-lyrics
ML1394,Solid Gold,Who You Gonna Run To?,angry,https://genius.com/Solid-Gold-Who-You-Gonna-Run-To-lyrics
ML1395,Karyn White,The Way You Love Me,happy,https://genius.com/Karyn-White-The-Way-You-Love-Me-lyrics
ML1396,Nina Simone,House Of The Rising Sun,relaxed,https://genius.com/Nina-Simone-House-Of-The-Rising-Sun-lyrics
ML1397,The Breeders,New Year,relaxed,https://genius.com/The-Breeders-New-Year-lyrics
ML1398,Miss Kittin & The Hacker,Indulgence,happy,https://genius.com/Miss-Kittin-and-The-Hacker-Indulgence-lyrics
ML1399,The Concretes,You Can't Hurry Love,happy,https://genius.com/The-Concretes-You-Cant-Hurry-Love-lyrics
ML1400,Dr. Dog,Ain't It Strange,relaxed,https://genius.com/Dr-Dog-Aint-It-Strange-lyrics
ML1401,Balkan Beat Box,War Again,angry,https://genius.com/Balkan-Beat-Box-War-Again-lyrics
ML1402,Death Cab For Cutie,We Laugh Indoors,happy,https://genius.com/Death-Cab-For-Cutie-We-Laugh-Indoors-lyrics
ML1403,The Kills,U.R.A. Fever,sad,https://genius.com/The-Kills-URA-Fever-lyrics
ML1404,Mickey Gilley,Lonely Nights,sad,http://www.songlyrics.com/mickey-gilley/Lonely-Nights-lyrics
ML1405,Toots & The Maytals,True Love Is Hard To Find ,happy,https://genius.com/Toots-and-The-Maytals-True-Love-Is-Hard-To-Find-lyrics
ML1406,Crowded House,Fall At Your Feet,sad,https://genius.com/Crowded-House-Fall-At-Your-Feet-lyrics
ML1407,Ten Years After,I'm Going Home,relaxed,https://genius.com/Ten-Years-After-Im-Going-Home-lyrics
ML1408,Donavon Frankenreiter,"Life, Love & Laughter",happy,https://genius.com/Donavon-Frankenreiter-Life-Love-and-Laughter-lyrics
ML1409,Mary Mary,Ordinary People,happy,https://genius.com/Mary-Mary-Ordinary-People-lyrics
ML1410,Nat King Cole,Brazilian Love Song ,relaxed,https://genius.com/Nat-King-Cole-Brazilian-Love-Song-lyrics
ML1411,Nnenna Freelon,If I Only Had A Brain ,angry,https://www.musixmatch.com/lyrics/Nnenna-Freelon/If-I-Only-Had-A-Brain
ML1412,Nnenna Freelon,If I Only Had A Brain ,angry,https://www.musixmatch.com/lyrics/Nnenna-Freelon/If-I-Only-Had-A-Brain
ML1413,Bebel Gilberto,Aganju,sad,https://genius.com/Bebel-Gilberto-Aganju-lyrics
ML1414,Priestess,Lady Killer,angry,https://genius.com/Priestess-Lady-Killer-lyrics
ML1415,Morphine,Honey White,relaxed,https://genius.com/Morphine-Honey-White-lyrics
ML1416,Aventura,La Nina,sad,https://genius.com/Aventura-La-Nina-lyrics
ML1417,Sonic Youth,Incinerate,sad,https://genius.com/Sonic-Youth-Incinerate-lyrics
ML1418,Ladytron,Seventeen,happy,https://genius.com/Ladytron-Seventeen-lyrics
ML1419,Bob Marley & The Wailers,No More Trouble,angry,https://genius.com/Bob-Marley-and-The-Wailers-No-More-Trouble-lyrics
ML1420,Black Uhuru,I Love King Selassie,happy,https://genius.com/Black-Uhuru-I-Love-King-Selassie-lyrics
ML1421,Home Video,The Smoke,angry,https://genius.com/Home-Video-The-Smoke-lyrics
ML1422,Steel Train,I Feel Weird,angry,https://genius.com/Steel-Train-I-Feel-Weird-lyrics
ML1423,Louis Armstrong,Nobody Knows The Trouble I've Seen,angry,https://genius.com/Louis-Armstrong-Nobody-Knows-The-Trouble-Ive-Seen-lyrics
ML1424,Diana Krall,My Love Is,happy,https://genius.com/Diana-Krall-My-Love-Is-lyrics
ML1425,Linda Ronstadt,Little Girl Blue ,relaxed,https://genius.com/Linda-Ronstadt-Little-Girl-Blue-lyrics
ML1426,Bobby Womack,If You Think You're Lonely Now,sad,https://genius.com/Bobby-Womack-If-You-Think-Youre-Lonely-Now-lyrics
ML1427,Jermaine Jackson,Daddy's Home,relaxed,https://genius.com/Jermaine-Jackson-Daddys-Home-lyrics
ML1428,K.C. & The Sunshine Band,Do You Wanna Go Party,happy,https://genius.com/KC-and-The-Sunshine-Band-Do-You-Wanna-Go-Party-lyrics
ML1429,Beyonce,I'd Rather Go Blind,relaxed,https://genius.com/Beyonce-Id-Rather-Go-Blind-lyrics
ML1430,Phil Perry,If Only You Knew,happy,https://genius.com/Phil-Perry-If-Only-You-Knew-lyrics
ML1431,Buffalo Springfield,I Am A Child,relaxed,https://genius.com/Buffalo-Springfield-I-Am-A-Child-lyrics
ML1432,Pink Floyd,Pigs On The Wing 1,sad,http://www.songlyrics.com/pink-floyd/Pigs-On-The-Wing-1-lyrics
ML1433,The Association,Never My Love,happy,https://genius.com/The-Association-Never-My-Love-lyrics
ML1434,Ray Charles,Lonely Avenue,sad,https://genius.com/Ray-Charles-Lonely-Avenue-lyrics
ML1435,Jakob Dylan,Gimme Some Truth ,relaxed,https://genius.com/Jakob-Dylan-Gimme-Some-Truth-lyrics
ML1436,Willie Nelson,Night Life,happy,https://genius.com/Willie-Nelson-Night-Life-lyrics
ML1437,Gorillaz,Some Kind Of Nature ,relaxed,https://genius.com/Gorillaz-Some-Kind-Of-Nature-lyrics
ML1438,The Pains Of Being Pure At Heart,Everything With You,sad,https://genius.com/The-Pains-Of-Being-Pure-At-Heart-Everything-With-You-lyrics
ML1439,We Were Promised Jetpacks,Ships With Holes Will Sink,sad,https://genius.com/We-Were-Promised-Jetpacks-Ships-With-Holes-Will-Sink-lyrics
ML1440,The Duke Spirit,The Step And The Walk,happy,https://genius.com/The-Duke-Spirit-The-Step-And-The-Walk-lyrics
ML1441,Sharon Jones & The Dap-Kings,Mama Don't Like My Man,relaxed,https://genius.com/Sharon-Jones-and-The-Dap-Kings-Mama-Dont-Like-My-Man-lyrics
ML1442,Wolf Parade,This Heart's On Fire,angry,https://genius.com/Wolf-Parade-This-Hearts-On-Fire-lyrics
ML1443,Ike & Tina Turner,I've Been Loving You Too Long,happy,https://genius.com/Ike-and-Tina-Turner-Ive-Been-Loving-You-Too-Long-lyrics
ML1444,Air,Love,happy,https://genius.com/Air-Love-lyrics
ML1445,Kurt Elling,Say It ,happy,https://genius.com/Kurt-Elling-Say-It-lyrics
ML1446,Norah Jones,Shoot The Moon,sad,https://genius.com/Norah-Jones-Shoot-The-Moon-lyrics
ML1447,Lou Rawls,You've Made Me So Very Happy (single),happy,https://genius.com/Lou-Rawls-Youve-Made-Me-So-Very-Happy-single-lyrics
ML1448,Mary J. Blige,A Dream,relaxed,https://genius.com/Mary-J-Blige-A-Dream-lyrics
ML1449,Nyasia,Who's Got Your Love,happy,https://genius.com/Nyasia-Whos-Got-Your-Love-lyrics
ML1450,Destruction,Hate Is My Fuel,angry,https://genius.com/Destruction-Hate-Is-My-Fuel-lyrics
ML1451,Dan Deacon,Okie Dokie,angry,https://genius.com/Dan-Deacon-Okie-Dokie-lyrics
ML1452,Innerpartysystem,American Trash,sad,https://genius.com/Innerpartysystem-American-Trash-lyrics
ML1453,Thompson Square,Let's Fight,angry,https://genius.com/Thompson-Square-Lets-Fight-lyrics
ML1454,Bay City Rollers,Money Honey,relaxed,https://genius.com/Bay-City-Rollers-Money-Honey-lyrics
ML1455,Frankie Ruiz,Lo Dudo,sad,https://genius.com/Frankie-Ruiz-Lo-Dudo-lyrics
ML1456,Magneto,La Puerta Del Colegio,sad,https://genius.com/Magneto-La-Puerta-Del-Colegio-lyrics
ML1457,Santana,I Don't Wanna Lose Your Love ,relaxed,https://genius.com/Santana-I-Dont-Wanna-Lose-Your-Love-lyrics
ML1458,Kiss,C'mon And Love Me,happy,https://genius.com/Kiss-Cmon-And-Love-Me-lyrics
ML1459,The Rolling Stones,Sway,angry,https://genius.com/The-Rolling-Stones-Sway-lyrics
ML1460,Machine Head,Ten Ton Hammer,angry,https://genius.com/Machine-Head-Ten-Ton-Hammer-lyrics
ML1461,System Of A Down,War?,angry,https://genius.com/System-Of-A-Down-War-lyrics
ML1462,Bullet For My Valentine,Scream Aim Fire,angry,https://genius.com/Bullet-For-My-Valentine-Scream-Aim-Fire-lyrics
ML1463,Kansas,Fight Fire With Fire,angry,https://genius.com/Kansas-Fight-Fire-With-Fire-lyrics
ML1464,The Beatles,Real Love,happy,https://genius.com/The-Beatles-Real-Love-lyrics
ML1465,The Roots,The Fire ,angry,https://genius.com/The-Roots-The-Fire-lyrics
ML1466,The Used,Burning Down The House,angry,https://genius.com/The-Used-Burning-Down-The-House-lyrics
ML1467,Los Bukis,Contra Viento Y Marea,sad,https://genius.com/Los-Bukis-Contra-Viento-Y-Marea-lyrics
ML1468,Anna Calvi,No More Words,happy,https://genius.com/Anna-Calvi-No-More-Words-lyrics
ML1469,Anna Calvi,Desire,angry,https://genius.com/Anna-Calvi-Desire-lyrics
ML1470,Ricardo Arjona,La Mujer Que No Sone,sad,https://genius.com/Ricardo-Arjona-La-Mujer-Que-No-Sone-lyrics
ML1471,Gang Of Four,Natural's Not In It,happy,https://genius.com/Gang-Of-Four-Naturals-Not-In-It-lyrics
ML1472,Stevie Wonder,Ordinary Pain,angry,https://genius.com/Stevie-Wonder-Ordinary-Pain-lyrics
ML1473,Jackie Wilson,To Be Loved,happy,https://genius.com/Jackie-Wilson-To-Be-Loved-lyrics
ML1474,Death,Painkiller,angry,https://genius.com/Death-Painkiller-lyrics
ML1475,Bayside,Already Gone,sad,https://genius.com/Bayside-Already-Gone-lyrics
ML1476,S. Carey,In The Dirt,sad,https://genius.com/S-Carey-In-The-Dirt-lyrics
ML1477,Maps & Atlases,Living Decorations,sad,https://genius.com/Maps-and-Atlases-Living-Decorations-lyrics
ML1478,Metallica,Free Speech For The Dumb,relaxed,https://genius.com/Metallica-Free-Speech-For-The-Dumb-lyrics
ML1479,Tesla,Paradise,relaxed,https://genius.com/Tesla-Paradise-lyrics
ML1480,Aretha Franklin,See Saw,happy,https://genius.com/Aretha-Franklin-See-Saw-lyrics
ML1481,The Beatles,Your Mother Should Know,happy,https://genius.com/The-Beatles-Your-Mother-Should-Know-lyrics
ML1482,Alice Cooper,You Drive Me Nervous,angry,https://genius.com/Alice-Cooper-You-Drive-Me-Nervous-lyrics
ML1483,Jill Scott,Hate On Me,angry,https://genius.com/Jill-Scott-Hate-On-Me-lyrics
ML1484,Hooverphonic,2wicky,angry,http://www.songlyrics.com/hooverphonic/2wicky-lyrics
ML1485,Kraak & Smaak,Keep Me Home ,relaxed,https://genius.com/Kraak-and-Smaak-Keep-Me-Home-lyrics
ML1486,The Cure,All Cats Are Grey,sad,https://genius.com/The-Cure-All-Cats-Are-Grey-lyrics
ML1487,Crystal Castles,Vietnam,happy,https://genius.com/Crystal-Castles-Vietnam-lyrics
ML1488,The Lemonheads,Dirty Robot,sad,https://genius.com/The-Lemonheads-Dirty-Robot-lyrics
ML1489,Pavement,Unfair,sad,https://genius.com/Pavement-Unfair-lyrics
ML1490,Basement Jaxx,Good Luck ,relaxed,https://genius.com/Basement-Jaxx-Good-Luck-lyrics
ML1491,Machine Head,Clenching The Fists Of Dissent,angry,https://genius.com/Machine-Head-Clenching-The-Fists-Of-Dissent-lyrics
ML1492,Patti LaBelle,Over The Rainbow,relaxed,https://genius.com/Patti-LaBelle-Over-The-Rainbow-lyrics
ML1493,Avenged Sevenfold,God Hates Us,angry,https://genius.com/Avenged-Sevenfold-God-Hates-Us-lyrics
ML1494,Fear Factory,Fear Campaign,angry,https://genius.com/Fear-Factory-Fear-Campaign-lyrics
ML1495,Dropkick Murphys,Peg O' My Heart,happy,https://genius.com/Dropkick-Murphys-Peg-O-My-Heart-lyrics
ML1496,Stevie Wonder,Happy Birthday,happy,https://genius.com/Stevie-Wonder-Happy-Birthday-lyrics
ML1497,Kem,Love Never Fails,happy,https://genius.com/Kem-Love-Never-Fails-lyrics
ML1498,Ray Charles,Sorry Seems To Be The Hardest Word ,sad,https://genius.com/Ray-Charles-Sorry-Seems-To-Be-The-Hardest-Word-lyrics
ML1499,Aaron Hall,All The Places ,happy,https://genius.com/Aaron-Hall-All-The-Places-lyrics
ML1500,Starfucker,Astoria,happy,https://genius.com/Starfucker-Astoria-lyrics
ML1501,Anna Calvi,The Devil,angry,https://genius.com/Anna-Calvi-The-Devil-lyrics
ML1502,Johnny Preston,Running Bear,relaxed,https://genius.com/Johnny-Preston-Running-Bear-lyrics
ML1503,The Five Keys,The Glory Of Love,happy,https://genius.com/The-Five-Keys-The-Glory-Of-Love-lyrics
ML1504,Metric,Monster Hospital,angry,https://genius.com/Metric-Monster-Hospital-lyrics
ML1505,The Used,Blue And Yellow,sad,https://genius.com/The-Used-Blue-And-Yellow-lyrics
ML1506,Lucinda Williams,Kiss Like Your Kiss,happy,https://genius.com/Lucinda-Williams-Kiss-Like-Your-Kiss-lyrics
ML1507,Waka Flocka Flame,Bang ,sad,https://genius.com/Waka-Flocka-Flame-Bang-lyrics
ML1508,Randy Newman,It's Money That I Love,happy,https://genius.com/Randy-Newman-Its-Money-That-I-Love-lyrics
ML1509,Korn,Blind,sad,https://genius.com/Korn-Blind-lyrics
ML1510,Mastodon,Colony Of Birchmen,sad,https://genius.com/Mastodon-Colony-Of-Birchmen-lyrics
ML1511,Anita Baker,Lead Me Into Love,happy,https://genius.com/Anita-Baker-Lead-Me-Into-Love-lyrics
ML1512,Jaill,The Stroller,angry,https://genius.com/Jaill-The-Stroller-lyrics
ML1513,Cut Copy,Hearts On Fire,angry,https://genius.com/Cut-Copy-Hearts-On-Fire-lyrics
ML1514,Fleetwood Mac,Showbiz Blues,relaxed,http://www.songlyrics.com/fleetwood-mac/Showbiz-Blues-lyrics
ML1515,Massive Attack,Angel,happy,https://genius.com/Massive-Attack-Angel-lyrics
ML1516,The Cardigans,Carnival,happy,https://genius.com/The-Cardigans-Carnival-lyrics
ML1517,Women,Locust Valley,sad,https://genius.com/Women-Locust-Valley-lyrics
ML1518,The Flamingos,I'll Be Home,relaxed,https://genius.com/The-Flamingos-Ill-Be-Home-lyrics
ML1519,John Mayer,Perfectly Lonely,sad,https://genius.com/John-Mayer-Perfectly-Lonely-lyrics
ML1520,Paul McCartney,Another Day,sad,https://genius.com/Paul-McCartney-Another-Day-lyrics
ML1521,Band Of Horses,Is There A Ghost,relaxed,https://genius.com/Band-Of-Horses-Is-There-A-Ghost-lyrics
ML1522,Robbie Robertson,Sweet Fire Of Love,angry,https://genius.com/Robbie-Robertson-Sweet-Fire-Of-Love-lyrics
ML1523,Procol Harum,Conquistador,sad,https://genius.com/Procol-Harum-Conquistador-lyrics
ML1524,Exodus,Bonded By Blood,sad,https://genius.com/Exodus-Bonded-By-Blood-lyrics
ML1525,Lionel Richie,Deep River Woman,relaxed,https://genius.com/Lionel-Richie-Deep-River-Woman-lyrics
ML1526,Iron Maiden,Be Quick Or Be Dead,angry,https://genius.com/Iron-Maiden-Be-Quick-Or-Be-Dead-lyrics
ML1527,Deadmau5,Outta My Life (Touch Mix),sad,https://genius.com/Deadmau5-Outta-My-Life-Touch-Mix-lyrics
ML1528,Eliza Gilkyson,Looking For A Place,sad,https://genius.com/Eliza-Gilkyson-Looking-For-A-Place-lyrics
ML1529,Calexico,Victor Jara's Hands,sad,https://genius.com/Calexico-Victor-Jaras-Hands-lyrics
ML1530,Warren Haynes,On A Real Lonely Night,sad,https://genius.com/Warren-Haynes-On-A-Real-Lonely-Night-lyrics
ML1531,Otis Redding,Let Me Come On Home,relaxed,https://genius.com/Otis-Redding-Let-Me-Come-On-Home-lyrics
ML1532,Sade,Love Is Found,happy,https://genius.com/Sade-Love-Is-Found-lyrics
ML1533,Z-Trip,Walking Dead ,angry,https://genius.com/Z-Trip-Walking-Dead-lyrics
ML1534,Cristian,Amor,sad,https://genius.com/Cristian-Amor-lyrics
ML1535,Aterciopelados,Rompecabezas,sad,https://genius.com/Aterciopelados-Rompecabezas-lyrics
ML1536,Eric Clapton,Let It Grow,relaxed,https://genius.com/Eric-Clapton-Let-It-Grow-lyrics
ML1537,Avenged Sevenfold,Nightmare,angry,https://genius.com/Avenged-Sevenfold-Nightmare-lyrics
ML1538,Scorpions,Rock You Like A Hurricane,angry,https://genius.com/Scorpions-Rock-You-Like-A-Hurricane-lyrics
ML1539,Papa Roach,Burn,angry,https://genius.com/Papa-Roach-Burn-lyrics
ML1540,The Doors,Love Her Madly,happy,https://genius.com/The-Doors-Love-Her-Madly-lyrics
ML1541,The Cult,Fire Woman,angry,https://genius.com/The-Cult-Fire-Woman-lyrics
ML1542,Machine Head,Aesthetics Of Hate,angry,https://genius.com/Machine-Head-Aesthetics-Of-Hate-lyrics
ML1543,Dir En Grey,C,angry,https://genius.com/Dir-En-Grey-C-lyrics
ML1544,Red Hot Chili Peppers,Scar Tissue,sad,https://genius.com/Red-Hot-Chili-Peppers-Scar-Tissue-lyrics
ML1545,The Doors,Light My Fire,angry,https://genius.com/The-Doors-Light-My-Fire-lyrics
ML1546,Smashing Pumpkins,Bullet With Butterfly Wings,angry,https://genius.com/Smashing-Pumpkins-Bullet-With-Butterfly-Wings-lyrics
ML1547,Mudvayne,Scream With Me,angry,https://genius.com/Mudvayne-Scream-With-Me-lyrics
ML1548,Chevelle,Send The Pain Below,angry,https://genius.com/Chevelle-Send-The-Pain-Below-lyrics
ML1549,Motley Crue,Home Sweet Home,relaxed,https://genius.com/Motley-Crue-Home-Sweet-Home-lyrics
ML1550,The Rolling Stones,Gimme Shelter,angry,https://genius.com/The-Rolling-Stones-Gimme-Shelter-lyrics
ML1551,Kiss,King Of The Night Time World,relaxed,https://genius.com/Kiss-King-Of-The-Night-Time-World-lyrics
ML1552,Grupo Bryndis,Asi Es El Amor,sad,https://genius.com/Grupo-Bryndis-Asi-Es-El-Amor-lyrics
