word,relaxed,angry,happy,sad
starr,1,9,1,3
bathwater,1,2,1,1
porcelain,1,2,1,1
clot,1,2,1,1
tile,1,2,1,1
responsible,1,1,3,2
pout,1,1,1,7
energy,1,2,6,2
mmhmmm,1,1,1,2
bernard,1,1,5,1
sumner,1,1,5,1
neil,1,1,5,1
tennant,1,1,5,1
impress,1,1,2,2
flowing,4,2,2,1
incomparable,1,1,3,1
eternal,2,5,3,3
stronghold,1,1,2,1
immortal,1,1,2,1
forecast,2,1,1,1
decoration,22,1,1,2
prevail,3,3,1,1
hue,8,1,2,1
afro,6,1,1,1
undulate,2,1,1,1
secluded,2,1,1,1
pleas,2,3,1,1
upward,2,1,1,1
glide,2,1,3,2
subside,2,1,1,1
motherfuckin,1,1,2,3
booze,1,5,1,5
jad,1,1,1,3
loath,1,1,1,3
boring,3,1,2,7
dramatically,1,1,1,2
moronic,1,1,1,2
dullen,1,1,1,2
corpse,1,6,1,4
argument,1,1,2,1
casual,1,1,3,1
morality,1,3,2,1
athings,1,1,2,1
agirl,1,1,2,1
chemical,3,1,2,1
logical,1,1,2,1
habitual,1,1,2,1
sensual,1,1,2,1
cccccccome,1,1,3,1
consider,1,1,2,4
pornography,1,1,3,1
propaganda,1,8,1,1
ensemble,1,3,1,1
burial,1,12,1,2
corps,1,3,3,4
rot,1,10,1,13
scorch,1,2,1,1
policy,1,3,1,1
siege,1,2,1,1
pendulum,1,2,1,1
shave,1,2,1,1
blade,1,6,1,5
straf,1,2,1,1
infiltration,1,2,1,2
reserve,1,2,1,1
encircle,1,2,1,1
art,1,3,8,1
strategy,1,3,1,1
bombard,1,2,1,1
submission,1,3,1,3
sport,3,8,1,2
support,1,8,1,4
massacre,1,2,1,1
drill,1,5,1,1
survival,1,4,1,2
spearhead,1,2,1,1
flanked,1,2,1,1
soldiers,1,4,1,1
regime,1,5,1,1
prophetic,1,2,1,1
rhine,1,2,1,1
bones,1,2,1,1
campaign,1,3,1,1
elimination,1,2,1,1
psychology,1,2,1,1
neutralize,1,2,2,1
surgery,1,3,1,2
lance,1,2,1,1
heady,1,2,1,1
eternidad,1,1,1,6
perder,3,1,1,21
reproche,1,1,1,2
corazn,1,1,1,3
marchaste,1,1,1,2
alli,1,1,1,2
nia,1,1,1,2
apasionadamente,1,1,1,2
inocensia,1,1,1,2
quise,1,1,1,10
disfrazarme,1,1,1,2
ilusion,1,1,1,2
anduve,1,1,1,2
encontrar,1,1,1,5
sucesor,1,1,1,2
rumbo,1,1,1,9
figo,1,1,1,2
presa,1,1,1,2
facil,1,1,1,3
cario,1,1,1,2
valiendose,1,1,1,2
imposible,1,1,1,2
marcaste,1,1,1,2
arrepiento,1,1,1,5
dire,1,1,1,2
cargo,1,1,1,3
temor,1,1,1,5
herirte,1,1,1,2
sufriera,1,1,1,2
senti,1,1,1,2
infeliz,1,1,1,3
escudo,1,1,1,2
hoyo,1,1,1,2
soportar,1,1,1,2
tormento,1,1,1,4
trabajando,1,1,1,2
casita,1,1,1,2
sensueo,1,1,1,2
volvere,1,1,1,7
infancia,1,1,1,4
hastael,1,1,1,2
monchy,1,1,1,2
alexandra,1,1,1,2
comenzaron,1,1,1,2
vano,1,1,1,2
fastidioso,1,1,1,2
salio,1,1,1,2
bendicin,1,1,1,2
extrañándote,1,1,1,2
añorándote,1,1,1,2
empiezo,1,1,1,5
tí,1,1,1,19
infiel,1,1,1,4
quieta,1,1,1,3
partiré,1,1,1,2
espanta,1,1,1,2
parrandera,1,1,1,2
prometimos,1,1,1,2
querernos,1,1,1,2
francamente,1,1,1,2
sorpresa,1,1,1,4
podía,1,1,1,4
esperar,1,1,1,8
mentiste,1,1,1,2
entregaste,1,1,1,2
creyendo,1,1,1,7
encontrabas,1,1,1,2
soaaba,1,1,1,3
decepción,1,1,1,2
decepciona,1,1,1,3
dejando,1,1,1,5
lamentablemente,1,1,1,3
juego,1,1,1,12
sucio,1,1,1,3
inventa,1,1,1,3
burlarte,1,1,1,3
pare,1,1,1,2
sobre,1,1,1,8
filo,1,1,1,4
cuchillo,1,1,1,2
tratarte,1,1,1,2
enamore,1,1,1,2
eras,1,1,1,4
rosa,1,1,1,8
alertaron,1,1,1,3
ibas,1,1,1,4
lastimarme,1,1,1,3
aferre,1,1,1,3
guarde,1,1,1,5
lodo,1,1,1,4
veneno,1,1,1,5
adentro,1,1,1,3
accidental,1,1,1,3
quizá,1,1,1,3
podrr,1,1,1,3
deseando,1,1,1,3
podría,1,1,1,3
causarte,1,1,1,5
leve,1,1,2,3
llevarte,1,1,1,3
acostumbre,1,1,1,3
vivirc,1,1,1,3
eternamente,1,1,1,3
anywone,1,1,2,1
ralph,7,1,2,1
ricky,7,1,1,1
bobby,7,2,1,2
mike,3,1,1,1
ronnie,3,1,1,1
toll,1,8,2,1
pony,3,1,4,2
property,1,2,2,1
copyright,1,2,2,1
owner,1,2,2,2
educational,1,2,2,1
personal,1,5,2,1
duh,3,1,1,1
juicy,2,1,1,1
julie,3,1,1,6
groan,1,1,1,2
swish,1,2,2,1
disassemble,1,1,1,2
collide,1,3,2,2
passive,1,1,1,2
aggressive,1,1,1,2
nag,1,1,1,2
beehive,3,1,1,1
scum,2,1,1,1
spike,1,1,1,4
splitter,1,1,1,6
lawn,2,2,2,5
thrash,1,2,1,2
kickin,1,1,1,3
balingen,1,1,1,2
fleeting,1,3,3,1
wading,2,1,1,1
chlorine,2,1,1,1
restless,5,1,2,2
chin,25,1,1,1
cheer,23,1,41,2
clit,1,1,1,20
composure,1,1,1,10
release,1,6,12,7
sordid,1,2,1,2
takeover,1,1,1,2
thicker,2,1,2,2
newlywed,2,1,1,1
file,1,3,2,3
gliss,1,1,2,1
ahhhhhh,1,1,3,1
ahhhhh,1,1,2,1
lairy,1,3,1,1
sensible,1,4,1,1
policeman,1,2,1,1
smeaton,1,2,1,1
leodensian,1,2,1,1
predict,1,17,1,1
taxi,1,2,1,1
tracksuit,1,2,1,1
gory,1,2,1,1
scrabble,1,2,1,1
condom,1,2,1,1
chip,2,3,1,1
commotion,1,1,9,1
disturb,2,3,5,1
friggin,1,1,2,1
fck,1,1,2,1
yell,1,4,1,3
rocker,1,2,1,2
godamn,1,1,1,2
stony,1,1,1,2
avarice,1,2,1,1
reek,1,3,1,2
unbound,1,4,1,1
bride,1,5,2,1
unquiet,1,2,1,1
archer,1,3,1,1
infantry,1,2,1,1
thin,1,3,2,7
row,1,2,1,19
travelin,1,1,1,3
gung,1,1,1,2
everlyn,1,1,1,3
gal,3,2,1,6
gloom,1,1,1,17
buying,1,2,1,1
hassle,1,4,1,1
remorse,2,10,1,1
levitation,1,2,1,1
possible,1,2,1,1
typical,2,2,2,10
spit,1,7,1,6
remold,1,1,1,2
reborn,1,3,1,2
recure,1,1,1,2
simplify,1,1,1,2
rever,1,1,1,2
confide,1,1,1,3
esperei,1,1,1,4
lua,1,1,2,4
crescer,1,1,1,4
cadeira,1,1,1,4
boa,1,1,1,4
sentei,1,1,1,4
espirrei,1,1,1,4
tua,1,1,1,4
gripei,1,1,1,4
ficar,1,1,1,4
ao,1,1,1,14
léo,1,1,1,4
resfriei,1,1,1,4
você,1,1,1,7
agradou,1,1,1,4
acertou,1,1,1,4
miseravou,1,1,1,4
aqueceu,1,1,1,4
rasgou,1,1,1,4
roupa,1,1,1,4
valeu,1,1,1,4
jurou,1,1,1,4
conversa,1,1,1,4
deus,1,1,1,4
aganjú,1,1,1,37
quem,1,1,1,4
labuta,1,1,1,4
quitar,1,1,1,4
trabalho,1,1,1,4
dá,1,1,1,4
batalhar,1,1,1,4
pão,1,1,1,4
trazer,1,1,1,4
sobreviver,1,1,1,4
encontrei,1,1,1,4
rua,1,1,1,4
questão,1,1,1,4
cem,1,1,1,4
cento,1,1,1,4
chão,1,1,1,4
vou,1,1,1,4
rezar,1,1,1,4
prá,1,1,1,4
essa,1,1,1,4
estrutura,1,1,1,4
é,1,1,1,7
outer,2,3,1,1
nutshell,1,2,1,1
odd,1,2,2,3
sanctum,1,2,1,1
bloodthirsty,1,2,1,1
delcare,1,2,1,1
moron,1,2,1,1
complacent,1,2,1,1
consent,1,2,1,2
warmongers,1,3,1,1
profiteer,1,2,1,1
dogma,1,2,1,1
dubya,1,2,1,1
engineer,1,2,1,1
globalization,1,2,1,1
disinformation,1,2,1,1
ambassador,1,2,1,1
mtv,1,2,1,2
cnn,1,2,1,1
mcdonald,1,2,1,1
disney,1,2,1,1
bethlehem,5,3,1,1
christina,1,2,1,4
britney,1,2,1,2
eminem,1,2,1,2
antichoice,1,2,1,1
violent,1,6,2,3
unilaterality,1,2,1,1
amassment,1,2,1,1
murderous,1,2,1,1
tech,1,2,1,1
majority,1,2,1,1
corporate,1,2,1,1
dotcom,1,2,1,1
imperialism,1,2,1,1
mindlessly,1,2,1,1
bumble,1,2,1,1
stupidity,1,2,1,1
terrorism,1,2,1,1
minding,1,1,1,3
wishful,1,1,1,2
perhaps,2,1,1,4
tightly,1,1,1,3
happier,1,1,1,2
cynical,1,1,1,2
reputation,1,1,1,2
reservation,1,1,1,2
ironing,1,1,1,2
innamorata,1,1,7,1
sonata,1,1,3,1
spurn,1,1,3,1
someoone,1,1,2,1
prairy,5,1,1,1
prary,2,1,1,1
unlucky,4,1,1,1
slender,6,1,1,1
gate,4,2,3,10
skies,3,5,1,1
nacido,1,1,1,3
nací,1,1,1,3
marca,1,1,1,3
oscuro,1,1,1,7
sonrojo,1,1,1,5
habías,1,1,1,3
bella,1,1,1,8
firmamento,1,1,1,4
їcуmo,1,1,1,2
ganarse,1,1,1,2
paga,1,1,1,3
habáas,1,1,1,2
aclarando,1,1,1,8
asuntico,1,1,1,2
huyendo,1,1,1,2
repito,1,1,1,2
discutiendo,1,1,1,2
olimpiada,1,1,1,2
romperías,1,1,1,2
récord,1,1,1,2
arruinarnos,1,1,1,2
propiedad,1,1,1,2
harté,1,1,1,2
mudo,1,1,1,2
quítate,1,1,1,2
complejo,1,1,1,3
teniente,1,1,1,2
dura,1,1,1,6
estornudo,1,1,1,2
iguale,1,1,1,2
defecto,1,1,1,2
tiras,1,1,1,2
principio,1,1,1,4
perfecto,1,1,1,6
panorama,1,1,1,5
pingüinos,1,1,1,3
hielo,1,1,1,3
provoca,1,1,1,3
meas,1,1,1,3
tocas,1,1,1,3
sobornar,1,1,1,3
escurridizo,1,1,1,3
encuentra,1,1,1,4
piso,1,1,1,4
crucigramas,1,1,1,3
masoquista,1,1,1,3
suema,1,1,1,3
caribe,1,1,1,3
rol,1,1,1,3
detective,1,1,1,5
fugitivo,1,1,1,3
misma,1,1,1,5
cantaleta,1,1,1,2
listo,1,1,1,3
llenas,1,1,1,2
vacías,1,1,1,2
maleta,1,1,1,2
pretender,1,1,1,2
chantaje,1,1,1,2
cero,1,1,1,2
actuación,1,1,1,2
diez,1,1,1,3
manipulación,1,1,1,2
beca,1,1,1,2
psiquiatra,1,1,1,2
dosis,1,1,1,2
justa,1,1,1,2
cinismo,1,1,1,2
harías,1,1,1,2
haría,1,1,1,4
teardrops,3,1,1,1
agua,1,1,1,7
fria,1,1,1,2
twenty,3,1,11,7
nineteen,1,1,1,3
arizona,1,1,1,2
ranger,1,1,1,8
relay,1,1,1,2
swiftness,1,1,1,2
fore,1,1,2,3
fairly,1,1,1,2
uppe,1,1,1,2
writer,2,1,1,2
strolling,3,2,1,1
sighing,2,1,1,1
assassinate,1,3,1,2
altitude,1,1,1,4
nominate,1,2,1,2
overstay,1,1,1,2
elevator,1,1,1,5
consequence,1,1,1,5
overrate,1,2,2,2
imitate,1,1,1,2
bulletproof,1,1,1,2
bb,1,1,1,5
mechanize,1,2,1,2
zed,1,1,1,2
parallax,1,1,1,2
unscrew,1,1,1,2
bubblegum,1,1,1,13
fireproof,1,1,1,2
hater,1,10,3,2
coop,1,1,1,2
loop,1,1,1,2
locust,1,1,1,2
dipset,7,1,1,1
kiddin,2,1,1,1
jus,2,1,1,1
boomarang,2,1,1,1
proceed,3,1,1,1
chik,2,1,1,1
terrific,3,1,1,1
guyz,2,1,1,1
unlimit,2,1,1,1
pro,3,2,1,2
tele,5,1,1,1
kno,2,1,1,1
uhm,2,1,1,1
undress,3,1,1,1
lack,2,3,1,1
dub,1,3,1,1
annihilate,1,2,1,1
stress,1,9,1,2
annoying,1,2,1,1
neighbour,1,6,1,1
bodder,1,2,1,1
shelf,1,1,5,3
ninety,1,1,3,8
impressed,3,1,5,1
material,1,1,4,4
brazil,1,3,2,1
weekend,1,1,24,2
french,1,2,2,1
riviera,1,1,2,1
bahamas,1,1,2,1
monaco,1,1,2,1
gracefully,1,1,1,2
circuital,1,1,1,2
circuit,1,1,1,5
connect,2,4,1,4
saints,1,1,1,2
humble,1,5,1,2
den,1,1,5,4
belief,1,14,1,3
neutrality,1,1,1,2
worm,2,2,1,3
suicidal,1,1,1,5
dylan,1,1,1,3
jones,1,1,1,3
earn,3,4,1,1
yeaay,2,1,1,1
yeayy,2,1,1,1
naaai,2,1,1,1
priceless,2,2,1,1
expense,2,1,1,1
trench,2,1,1,2
theme,2,2,1,1
entrance,2,1,1,2
doobie,2,1,1,1
scoot,2,1,1,1
intelligence,2,1,1,1
rendezvous,2,1,1,1
graduate,3,1,1,1
certificate,2,1,1,1
lovah,3,1,1,1
stimulate,2,1,1,1
mentally,2,1,1,1
shouldah,2,1,1,1
cryah,2,1,1,1
coz,2,1,1,1
remote,2,1,1,2
neva,2,1,1,1
hype,2,2,1,2
samoan,2,1,1,1
fijian,2,1,1,1
maori,2,1,1,1
tahiiti,2,1,1,1
tonga,2,1,1,1
carribean,2,1,1,1
latinos,2,1,1,1
mamas,3,2,1,1
corleon,2,1,1,1
sara,1,1,1,15
ra,1,1,1,15
rao,1,1,1,15
wara,1,1,1,19
lao,1,1,1,15
wako,1,1,1,15
yao,1,1,2,23
masa,1,1,1,11
masese,1,1,1,33
oi,1,1,1,16
youngona,1,1,1,13
younga,1,1,1,4
ona,1,1,1,4
tavako,1,1,1,10
vah,1,1,1,4
aka,1,1,1,4
vako,1,1,1,4
rana,1,1,1,5
rava,1,1,1,5
laolaca,1,1,1,5
lavical,1,1,1,5
eiu,1,1,1,5
gu,1,1,1,5
kapena,1,1,1,7
ena,1,1,1,3
bula,1,1,1,2
vinaka,1,1,1,2
beachside,1,1,1,2
expert,1,2,1,1
method,1,2,1,1
cared,2,1,1,1
foxy,2,1,3,1
belongs,2,1,1,1
pet,2,1,4,1
14th,2,1,1,2
crumb,3,1,1,1
hmm,3,19,11,1
kestrels,1,1,1,2
farther,1,1,1,2
tact,1,1,1,2
playful,1,1,1,3
roofing,1,1,1,2
fee,1,2,2,2
favour,6,1,1,2
saver,1,1,1,2
shone,1,2,2,2
wanton,1,1,1,3
aave,1,1,2,1
unwise,1,1,2,1
stll,1,1,2,1
argue,1,3,1,1
manipulate,1,4,1,1
brutally,1,1,2,1
nicole,1,1,2,1
asthma,1,1,3,1
inhaler,1,1,3,1
gainst,1,2,3,1
sap,1,3,1,1
gym,1,3,1,1
birth,12,7,1,4
sycamore,1,5,1,1
bedside,2,1,1,1
p,2,1,1,3
erfectly,2,1,1,1
spy,1,7,2,1
oppression,1,3,1,1
distrust,1,2,1,1
monument,1,2,1,1
virus,1,2,1,1
religion,1,20,2,1
pestilence,1,4,1,1
crucifix,1,6,1,1
cult,2,4,1,1
purity,1,5,2,2
infectious,1,4,1,2
imbecility,1,4,1,1
corruption,1,5,1,2
pedophile,1,2,1,1
priest,1,5,1,1
confession,1,4,1,2
prey,1,2,1,2
target,1,10,1,4
gore,1,2,1,1
pointed,1,2,1,1
fraud,1,3,1,1
revelation,1,2,1,1
sobriety,1,3,1,1
reckon,1,3,1,1
obscurity,1,4,1,1
severity,1,4,1,1
dizzy,2,5,2,1
resurrection,1,5,1,1
liver,1,2,3,3
blead,1,19,1,5
plague,1,4,1,3
digress,1,1,1,3
exciting,1,1,6,1
patient,4,3,2,3
poem,1,1,2,2
painting,3,1,2,1
noon,1,2,7,1
wildest,1,1,2,1
cann,1,1,2,1
liiiiies,1,1,1,2
disappoint,1,2,1,3
cadence,1,1,1,2
senseless,1,2,1,5
cowardly,1,1,1,4
stabbing,1,1,1,4
harlot,1,1,1,4
militia,1,2,1,49
chained,1,1,2,4
clad,1,1,1,4
befall,1,1,1,4
metalization,1,1,1,4
twisting,1,1,1,4
joining,1,1,1,4
spawn,1,9,1,1
corrup,1,9,1,1
commit,1,3,1,4
blooded,1,3,1,1
nazis,1,3,1,1
during,3,3,2,1
dude,1,9,1,3
persevere,1,3,1,1
damnation,1,3,1,6
vs,1,3,1,1
reduce,1,2,1,1
pandemonium,1,2,1,1
screams,1,2,1,1
being,1,4,1,1
aggression,1,4,1,1
quell,1,2,2,1
firefight,1,11,1,1
ravenous,1,6,1,1
contempt,1,6,1,1
plume,1,2,1,2
lash,1,3,1,1
incandescent,1,2,1,1
luminescent,1,2,1,2
owed,1,2,1,1
bestow,1,2,1,1
vengeance,1,7,1,1
magnetize,1,2,1,1
futuristic,1,2,1,1
dna,1,2,1,1
nother,1,3,1,1
kikikiss,1,4,1,1
abduction,1,4,1,1
alien,2,5,1,2
foreign,1,7,3,4
supernatural,1,5,1,1
extraterrestrial,1,7,1,1
supersonic,1,2,1,1
stun,1,2,1,1
laser,1,5,1,2
cosmic,2,2,1,1
transcendental,1,2,1,1
wavelength,1,2,1,1
vibrate,1,2,1,1
pigtail,2,1,1,1
glare,2,1,1,1
dumbness,2,1,1,1
realness,2,1,1,1
skeleton,1,2,1,3
reconnect,1,2,1,1
worn,1,2,5,4
lollipop,1,1,12,1
giddyup,1,1,4,1
dandy,1,1,2,1
grieve,1,1,3,2
inferior,1,3,1,1
permanently,1,4,1,4
discredited,1,3,1,1
citizen,1,3,1,1
significance,1,3,1,1
basic,1,3,1,1
equally,1,3,1,1
citizenship,1,3,1,1
international,1,5,1,1
attain,1,4,1,1
ignoble,1,3,1,1
angola,1,2,1,1
mozambique,1,2,1,1
africa,1,4,1,1
sub,1,3,1,1
bondage,1,3,1,1
topple,1,3,1,1
utterly,1,3,1,1
rumors,1,3,2,1
african,1,3,1,1
continent,1,3,1,1
africans,1,3,1,1
necessary,1,3,4,1
confident,7,3,1,1
agai,1,1,3,1
ain,1,1,3,2
tax,3,1,1,2
axe,2,2,1,1
thine,2,2,1,1
foolin,2,1,1,1
vur,1,2,2,2
charming,1,2,9,1
corny,1,1,2,1
shiftin,2,1,1,1
chippin,2,1,1,1
glower,2,1,1,1
weâ€™re,2,1,1,1
esus,1,1,5,1
cm,1,1,5,1
a2,1,1,8,1
bsus,1,1,11,1
fm7,1,1,2,1
poner,1,1,1,2
cadenas,1,1,1,2
engare,1,1,1,2
cerrar,1,1,1,7
conseguiré,1,1,1,3
guardarte,1,1,1,3
intentaré,1,1,1,3
amarrado,1,1,1,3
compréndelo,1,1,1,10
fracaso,1,1,1,3
guardo,1,1,1,4
intentar,1,1,1,3
veas,1,1,1,3
dé,1,1,1,2
bluebirds,10,1,1,1
braver,1,1,2,1
gotcha,1,1,2,1
sooo,1,1,3,1
umm,2,1,1,1
aaahhh,2,1,1,1
mannerism,1,1,2,1
attract,1,3,2,1
jill,1,1,3,1
scott,2,3,3,1
anthony,1,1,3,2
hamilton,1,1,3,1
ting,2,1,4,1
stressin,2,1,1,2
couch,3,1,1,1
nnothing,2,1,1,1
dwell,1,4,5,10
bellhop,1,1,1,5
desk,1,1,1,5
clerk,3,1,1,6
bo,6,1,1,2
diddley,6,1,1,1
nanny,2,1,1,1
goat,2,1,1,1
bearcat,2,1,1,1
mojo,3,1,1,1
bin,2,1,1,1
killeys,2,1,1,1
candlelight,4,4,1,1
r,3,3,1,1
champagne,4,1,6,1
dozen,2,6,1,2
handy,2,1,1,1
loosen,2,1,1,1
apron,2,1,1,1
surprised,3,5,6,1
relive,7,1,2,1
unwhirled,1,1,2,1
ruin,3,5,5,3
66,1,2,1,1
bypass,1,2,1,1
brake,1,2,1,2
undressed,3,2,1,1
latest,1,3,1,1
unload,1,4,1,1
avail,1,5,1,1
hermosisimo,1,1,1,2
lucero,1,1,1,2
iluminándole,1,1,1,2
mula,1,1,1,2
muerta,1,1,1,2
sed,1,1,1,8
nube,1,1,1,7
pasajera,1,1,1,2
buscarte,1,1,1,2
lugare,1,1,1,3
ofendes,1,1,1,2
arrancarte,1,1,1,2
alumbra,1,1,1,4
respiro,1,1,1,3
descansare,1,1,1,3
emborracho,1,1,1,2
olvidarte,1,1,1,3
fondo,1,1,1,6
viendo,1,1,1,2
burlas,1,1,1,2
pensamiento,1,1,1,3
persist,3,2,1,1
daimond,2,1,1,1
cautiva,2,1,1,1
niña,2,1,1,10
maam,2,1,1,1
missy,3,2,1,1
regal,3,1,1,1
30000,2,1,1,1
tho,3,1,1,1
herre,2,1,1,1
sandwich,2,1,1,1
cabin,2,2,1,1
campfire,2,1,1,1
ummm,2,1,1,1
barritz,2,1,1,1
fiddle,2,1,1,1
napping,2,1,1,1
unclouded,12,1,1,1
cloudless,5,1,1,1
fragrance,3,1,1,1
whiter,3,2,1,1
puberty,1,2,1,1
moulin,1,2,1,1
rouge,1,2,1,1
levi,1,2,2,1
fannin,1,2,1,1
payin,1,2,1,1
susie,1,2,2,1
blimp,2,1,1,1
weightless,2,1,1,1
bouncing,2,1,1,1
splash,3,2,1,1
peg,1,1,17,1
basket,3,1,2,4
mumble,3,1,1,1
auburn,3,1,1,1
customer,2,1,1,1
meanness,2,1,1,1
respectable,3,1,1,1
gaze,3,3,5,2
besides,3,2,1,2
terribly,1,5,1,1
slit,1,3,1,3
discipline,1,6,1,1
harsh,1,2,1,1
forbidden,1,2,1,1
erotic,1,2,3,1
deceit,1,9,1,1
flirt,2,4,2,2
defender,1,3,1,1
muscular,1,2,1,1
overpower,1,2,1,1
disciplined,1,2,1,1
initiate,1,2,1,1
devote,1,2,1,1
firmament,1,2,1,1
advise,1,2,1,1
embellish,1,2,1,1
naths,1,3,1,1
morte,1,3,1,2
magick,1,6,1,1
necromance,1,7,1,1
submit,1,4,1,2
horror,1,12,1,2
countess,1,2,1,1
adorn,1,2,1,1
sanctuary,1,2,1,1
lechery,1,2,1,1
celestial,2,2,1,1
impulse,1,2,1,1
artery,1,2,1,1
slutfukk,1,2,1,1
poisone,1,3,1,2
sukkubus,1,2,1,1
element,1,2,1,1
dismember,1,2,1,1
buckle,2,4,1,1
21,2,3,1,1
c’mon,1,4,1,1
landmine,1,2,1,1
angeles,1,1,1,3
akon,1,1,1,5
dawg,1,2,1,3
feenin,1,1,1,3
backtrackin,1,1,1,3
crashin,1,1,1,3
chasin,1,3,1,3
globe,1,1,1,5
fino,1,1,1,2
regalo,1,1,1,2
mereciacute,1,1,1,2
robarme,1,1,1,3
sentiacute,1,1,1,3
caminamo,1,1,1,3
juntos,1,1,1,3
clase,1,1,1,4
divina,1,1,1,4
maestra,1,1,1,8
expulsado,1,1,1,3
corazoacute,1,1,1,3
pesa,1,1,1,3
morirme,1,1,1,3
quedara,1,1,1,3
brotaron,1,1,1,3
determine,1,2,1,1
conclusion,1,3,1,1
stubborn,1,2,1,1
upstairs,1,2,6,1
justified,2,1,1,1
jerome,5,1,1,1
looka,2,1,1,1
underrate,2,2,2,1
role,2,5,8,4
muddle,1,1,9,1
alibi,1,2,1,1
birdie,1,2,1,1
minuscule,1,1,2,1
fathomed,1,1,2,1
railway,2,2,1,1
neatly,2,1,1,1
everydays,2,1,1,1
cigarett,4,2,3,3
factory,3,2,1,1
reminds,2,1,1,1
mediocrity,2,1,1,1
wop,25,1,1,1
ba,7,1,3,1
dooba,9,1,1,1
op,8,1,1,1
wa,7,9,1,1
stomach,2,1,1,1
farm,3,1,1,1
chickie,25,1,1,1
abreak,9,1,1,1
magistrate,1,1,1,2
unholy,1,2,1,5
fairytale,2,1,1,3
dank,1,1,1,3
correct,1,1,1,2
sexcapade,1,1,1,2
vapour,1,3,1,1
whooo,1,1,5,1
wooohoo,1,1,2,1
whooohoo,1,1,2,1
woooooo,1,1,2,1
letra,1,1,2,2
planeta,1,1,3,1
quedé,1,1,3,2
nave,1,1,3,5
averió,1,1,3,1
mañanas,1,1,3,1
maltiple,1,1,3,1
visione,1,1,3,1
montañas,1,1,3,1
transparent,1,1,3,1
anémonas,1,1,3,1
partaculas,1,1,3,1
conduit,1,1,1,2
phosphoresence,1,1,1,2
indulge,1,1,1,2
essence,1,4,4,3
epitomy,1,1,1,2
involved,1,1,1,3
helicopter,3,1,1,1
directly,3,1,1,1
freeway,3,2,1,3
skyscraper,3,2,1,1
blank,1,1,1,11
speck,1,1,1,4
candor,1,1,1,2
pleasantry,1,1,1,2
mildew,1,1,1,2
stitchery,1,1,1,2
needlepoint,1,1,1,2
homemade,1,1,1,2
veneer,1,1,1,2
sull,1,1,1,3
meadow,2,1,1,4
lisping,1,1,1,2
matt,1,1,1,2
lense,1,1,1,2
dissect,1,1,1,2
restlessness,2,1,1,1
écoute,1,1,1,3
orgue,1,1,1,4
ell,1,1,1,3
jouent,1,1,1,3
est,1,1,1,3
cet,1,1,1,4
là,1,1,1,5
jespère,1,1,1,3
assez,1,1,1,3
beau,1,2,3,4
requiem,1,1,1,4
lai,1,1,1,3
composé,1,1,1,3
spécialement,1,1,1,3
mémoire,1,1,1,3
scélérat,1,1,1,3
joli,1,1,1,2
thème,1,1,1,2
trouve,1,1,1,2
pas,1,1,1,5
semblable,1,1,1,2
à,1,1,1,6
mome,1,1,1,5
pauvre,1,1,1,10
voici,1,1,1,2
qui,1,1,1,3
remettent,1,1,1,2
ça,1,1,1,3
faut,1,1,1,2
qutapprenne,1,1,1,2
par,1,1,1,2
cœur,1,1,1,2
nay,1,1,1,2
une,1,1,1,3
hésitation,1,1,1,2
quoi,1,1,1,2
napprécy,1,1,1,2
mais,1,1,1,3
quest,1,1,1,2
qur,1,1,1,2
dedan,1,1,1,2
tplaît,1,1,1,2
idem,1,1,1,2
tplaise,1,1,1,2
jte,1,1,1,2
lrejoue,1,1,1,2
quand,1,1,1,2
blême,1,1,1,2
aux,1,1,3,2
mur,1,1,1,2
jinscrirai,1,1,1,2
moimême,1,1,1,2
cartwheel,1,1,1,2
stomp,1,2,1,3
rumour,1,3,1,1
task,1,2,1,1
oughtta,1,2,1,1
undo,1,2,1,2
matte,1,1,1,7
kudasai,1,1,1,7
rolling,1,2,1,3
obligation,1,1,1,2
warding,1,1,1,2
apply,1,2,3,2
terrifying,1,2,1,3
painkiller,1,27,1,1
devastate,1,4,1,1
saviour,8,3,1,1
atom,1,3,1,2
chromium,1,3,1,1
plate,4,3,1,4
flying,1,4,1,4
rapture,1,3,3,4
encapture,1,3,1,1
resurrect,1,2,1,1
yeow,1,3,1,2
marrying,1,2,1,1
aggravation,1,2,1,1
slob,1,2,1,2
dole,1,2,1,1
hire,1,2,1,2
solitaire,2,1,1,1
mainline,1,1,1,2
moonshine,1,1,1,2
sundown,1,1,1,2
whale,1,2,1,4
kite,2,2,1,2
upperside,2,1,1,1
convince,1,1,2,3
nurse,1,1,2,5
theatre,1,1,1,3
flush,2,1,1,2
grown,2,1,1,1
hi,8,1,1,2
blower,2,1,1,1
pupil,2,1,1,1
loathe,2,1,1,1
melo,5,1,1,1
anxious,2,2,1,1
quench,2,2,1,1
dring,2,1,1,1
belongeth,1,1,3,1
refuge,1,1,2,1
encamp,1,1,5,1
persuade,1,1,3,2
spice,1,1,5,1
bayou,1,10,1,1
orleans,8,2,1,1
din,1,3,1,1
5th,1,2,1,1
fifth,1,2,1,1
swamp,1,2,1,1
mississippi,1,2,1,1
pirogue,1,2,1,1
ruler,2,3,2,1
thrive,1,5,2,2
abierta,1,1,1,7
gira,1,1,1,4
rev,1,1,1,8
pretende,1,1,1,4
navegue,1,1,1,2
ruido,1,1,1,2
aislan,1,1,1,2
