Word,Method,Pos,Happy,Angry,Sad,Relaxed
felicidad,xpos,NNP,254,331,346,344
felicidad,xpos,NN,105,240,217,233
conocí,upos,NOUN,406,422,441,445
conocí,xpos,NN,406,422,441,445
fui,upos,X,406,422,441,445
fui,upos,INTJ,315,379,382,399
fui,upos,ADP,281,352,355,362
fui,upos,NOUN,281,352,355,362
fui,upos,SYM,52,201,172,183
fui,xpos,FW,406,422,441,445
fui,xpos,GW,406,422,437,445
fui,xpos,UH,315,379,382,399
fui,xpos,IN,281,352,355,362
fui,xpos,NN,281,352,355,362
fui,xpos,NFP,52,201,172,183
Olvide,upos,PROPN,406,422,441,445
Olvide,xpos,NNP,406,422,441,445
sufría,upos,X,406,422,441,445
sufría,xpos,FW,406,422,441,445
Derramo,upos,PROPN,406,422,441,445
Derramo,xpos,NNP,406,422,441,445
fin,upos,NOUN,406,422,441,445
fin,upos,PROPN,406,422,435,445
fin,upos,X,236,321,326,328
fin,xpos,NN,406,422,441,445
fin,xpos,NNP,406,422,435,445
fin,xpos,FW,236,321,326,328
tres,upos,X,406,422,441,445
tres,xpos,FW,406,422,441,445
deje,upos,X,406,422,441,445
deje,upos,VERB,219,313,309,314
deje,upos,NOUN,219,313,309,314
deje,upos,INTJ,0,47,22,11
deje,xpos,FW,406,422,441,445
deje,xpos,AFX,315,379,383,399
deje,xpos,VBZ,219,313,309,314
deje,xpos,NN,219,313,309,314
deje,xpos,UH,0,47,22,11
pelo,upos,X,406,422,441,445
pelo,xpos,FW,406,422,441,445
casi,upos,X,406,422,441,445
casi,upos,ADP,315,379,384,399
casi,xpos,FW,406,422,441,445
casi,xpos,IN,315,379,384,399
blanco,upos,NOUN,406,422,441,445
blanco,upos,PROPN,293,365,361,376
blanco,upos,X,0,133,109,121
blanco,xpos,NN,406,422,441,445
blanco,xpos,NNP,293,365,361,376
blanco,xpos,FW,0,133,109,121
destrozado,upos,NOUN,406,422,441,445
destrozado,xpos,NN,406,422,441,445
destrozado,xpos,NNS,0,94,71,59
llaman,upos,X,406,422,441,445
llaman,xpos,FW,406,422,441,445
anciano,upos,NOUN,406,422,441,445
anciano,xpos,NN,406,422,441,445
Mira,upos,PROPN,406,422,441,445
Mira,xpos,NNP,406,422,441,445
nomas,upos,PROPN,406,422,441,445
nomas,xpos,NNP,406,422,441,445
dejado,upos,NOUN,406,422,441,445
dejado,upos,X,324,386,390,401
dejado,upos,PROPN,143,268,250,254
dejado,xpos,NN,406,422,441,445
dejado,xpos,AFX,324,386,390,401
dejado,xpos,NNP,143,268,250,254
acabado,upos,NOUN,406,422,441,445
acabado,xpos,NN,406,422,441,445
aceptar,upos,NOUN,406,422,440,445
aceptar,xpos,NN,406,422,440,445
tenga,upos,X,406,422,440,445
tenga,upos,NOUN,0,102,75,62
tenga,xpos,FW,406,422,440,445
tenga,xpos,NNS,0,102,75,62
algún,upos,X,406,422,440,445
algún,upos,PROPN,406,422,433,445
algún,xpos,FW,406,422,440,445
algún,xpos,NNP,406,422,433,445
algún,xpos,GW,406,422,433,445
usted,upos,PUNCT,406,422,440,445
usted,upos,X,406,422,440,445
usted,upos,NOUN,70,211,178,194
usted,xpos,'',406,422,440,445
usted,xpos,FW,406,422,440,445
usted,xpos,NN,70,211,178,194
tendrá,upos,X,406,422,440,445
tendrá,xpos,FW,406,422,440,445
quisiera,upos,X,406,422,440,445
quisiera,upos,PROPN,293,365,360,376
quisiera,upos,NOUN,0,31,7,0
quisiera,xpos,FW,406,422,440,445
quisiera,xpos,NNP,293,365,360,376
quisiera,xpos,GW,190,294,286,290
quisiera,xpos,NN,0,31,7,0
jamp,upos,VERB,406,422,440,445
jamp,upos,NOUN,406,422,433,445
jamp,xpos,VBZ,406,422,440,445
jamp,xpos,NNS,406,422,433,445
necesidad,upos,X,406,422,440,445
necesidad,upos,NOUN,0,102,75,62
necesidad,xpos,FW,406,422,440,445
necesidad,xpos,NN,0,102,75,62
problema,upos,X,406,422,440,445
problema,xpos,FW,406,422,440,445
libertad,upos,X,406,422,440,445
libertad,upos,PROPN,406,422,432,445
libertad,upos,NOUN,219,313,308,314
libertad,xpos,FW,406,422,440,445
libertad,xpos,NNP,406,422,432,445
libertad,xpos,NN,219,313,308,314
ir,upos,X,406,422,440,445
ir,upos,NOUN,406,422,434,445
ir,upos,PROPN,0,22,2,0
ir,xpos,FW,406,422,440,445
ir,xpos,NN,406,422,434,445
ir,xpos,NNP,0,22,2,0
hablar,upos,X,406,422,440,445
hablar,upos,NOUN,293,365,360,376
hablar,xpos,FW,406,422,440,445
hablar,xpos,NN,293,365,360,376
andar,upos,X,406,422,440,445
andar,upos,NOUN,406,422,432,445
andar,xpos,FW,406,422,440,445
andar,xpos,NN,406,422,432,445
penas,upos,X,406,422,440,445
penas,upos,PROPN,315,379,384,399
penas,xpos,FW,406,422,440,445
penas,xpos,NNP,315,379,384,399
mientras,upos,X,406,422,440,445
mientras,xpos,FW,406,422,440,445
cantar,upos,X,406,422,440,445
cantar,upos,NOUN,260,334,348,349
cantar,xpos,FW,406,422,440,445
cantar,xpos,NN,260,334,348,349
reír,upos,PUNCT,406,422,440,445
reír,upos,VERB,45,196,167,177
reír,upos,X,11,154,130,153
reír,xpos,'',406,422,440,445
reír,xpos,VBN,45,196,167,177
reír,xpos,FW,11,154,130,153
soñar,upos,X,406,422,440,445
soñar,upos,NOUN,166,279,256,262
soñar,upos,PROPN,108,244,220,235
soñar,xpos,GW,406,422,440,445
soñar,xpos,ADD,315,378,380,399
soñar,xpos,NN,166,279,256,262
soñar,xpos,NNP,108,244,220,235
volar,upos,X,406,422,440,445
volar,upos,NOUN,315,379,383,399
volar,xpos,FW,406,422,440,445
volar,xpos,NN,315,379,383,399
ellos,upos,X,406,422,440,445
ellos,upos,PROPN,336,394,394,408
ellos,xpos,FW,406,422,440,445
ellos,xpos,NNP,336,394,394,408
frenan,upos,X,406,422,440,445
frenan,xpos,FW,406,422,440,445
llegue,upos,X,406,422,440,445
llegue,xpos,FW,406,422,440,445
imagino,upos,X,406,422,440,445
imagino,xpos,FW,406,422,440,445
amo,upos,X,406,422,440,445
amo,upos,NOUN,406,422,434,445
amo,upos,PROPN,406,422,434,445
amo,xpos,FW,406,422,440,445
amo,xpos,NN,406,422,434,445
amo,xpos,NNP,406,422,434,445
aprovecho,upos,X,406,422,440,445
aprovecho,xpos,FW,406,422,440,445
aunque,upos,X,406,422,440,445
aunque,upos,NOUN,171,281,265,266
aunque,xpos,FW,406,422,440,445
aunque,xpos,NN,171,281,265,266
escondidas,upos,X,406,422,440,445
escondidas,xpos,FW,406,422,440,445
tengamo,upos,NOUN,406,422,440,445
tengamo,xpos,NNS,406,422,440,445
papás,upos,X,406,422,440,445
papás,xpos,FW,406,422,440,445
pedirán,upos,X,406,422,440,445
pedirán,xpos,FW,406,422,440,445
querer,upos,NOUN,406,422,440,445
querer,upos,X,126,254,229,244
querer,xpos,NN,406,422,440,445
querer,xpos,FW,126,254,229,244
noche,upos,X,406,422,440,445
noche,upos,NOUN,406,422,437,445
noche,upos,PROPN,174,281,267,266
noche,xpos,FW,406,422,440,445
noche,xpos,NN,406,422,437,445
noche,xpos,NNP,174,281,267,266
rezarán,upos,X,406,422,440,445
rezarán,xpos,FW,406,422,440,445
dirán,upos,X,406,422,440,445
dirán,xpos,FW,406,422,440,445
está,upos,X,406,422,440,445
está,upos,NOUN,315,379,382,399
está,upos,ADP,236,321,328,328
está,xpos,FW,406,422,440,445
está,xpos,AFX,406,422,435,445
está,xpos,NN,315,379,382,399
está,xpos,IN,236,321,328,328
quiz,upos,NOUN,406,422,440,445
quiz,upos,VERB,45,196,167,177
quiz,xpos,NNS,406,422,440,445
quiz,xpos,VBZ,45,196,167,177
querrán,upos,X,406,422,440,445
querrán,xpos,FW,406,422,440,445
lleve,upos,X,406,422,440,445
lleve,xpos,FW,406,422,440,445
allá,upos,X,406,422,440,445
allá,xpos,FW,406,422,440,445
tristeza,upos,X,406,422,440,445
tristeza,upos,NOUN,248,329,339,341
tristeza,xpos,FW,406,422,440,445
tristeza,xpos,NN,248,329,339,341
Daño,upos,PROPN,406,422,440,445
Daño,xpos,NNP,406,422,440,445
verle,upos,X,406,422,440,445
verle,xpos,FW,406,422,440,445
amarle,upos,X,406,422,440,445
amarle,xpos,FW,406,422,440,445
tenerle,upos,X,406,422,440,445
tenerle,upos,NOUN,260,334,348,349
tenerle,xpos,FW,406,422,440,445
tenerle,xpos,NNS,260,334,348,349
daño,upos,X,406,422,440,445
daño,upos,NOUN,315,379,384,399
daño,xpos,FW,406,422,440,445
daño,xpos,NN,315,379,384,399
dicen,upos,X,406,422,439,445
dicen,upos,NOUN,406,422,439,445
dicen,xpos,GW,406,422,439,445
dicen,xpos,NN,406,422,439,445
dicen,xpos,FW,171,281,263,266
vació,upos,X,406,422,439,445
vació,xpos,FW,406,422,439,445
ausencia,upos,X,406,422,439,445
ausencia,upos,NOUN,406,422,436,445
ausencia,xpos,FW,406,422,439,445
ausencia,xpos,NN,406,422,436,445
robo,upos,PROPN,406,422,439,445
robo,upos,NOUN,406,422,437,445
robo,xpos,NNP,406,422,439,445
robo,xpos,NN,406,422,437,445
conciencia,upos,NOUN,406,422,439,445
conciencia,upos,X,236,321,329,328
conciencia,xpos,NN,406,422,439,445
conciencia,xpos,FW,236,321,329,328
vuelto,upos,NOUN,406,422,439,445
vuelto,upos,VERB,12,165,134,156
vuelto,xpos,NN,406,422,439,445
vuelto,xpos,VBD,12,165,134,156
Loco,upos,PROPN,406,422,439,445
Loco,xpos,NNP,406,422,439,445
oficialmente,upos,ADJ,406,422,439,445
oficialmente,xpos,JJ,406,422,439,445
animalmente,upos,ADJ,406,422,439,445
animalmente,xpos,JJ,406,422,439,445
abandono,upos,NOUN,406,422,439,445
abandono,xpos,NN,406,422,439,445
cordura,upos,NOUN,406,422,439,445
cordura,xpos,NN,406,422,439,445
prefiero,upos,NOUN,406,422,439,445
prefiero,upos,X,0,22,2,0
prefiero,xpos,NN,406,422,439,445
prefiero,xpos,GW,0,22,2,0
locura,upos,NOUN,406,422,439,445
locura,upos,PROPN,108,244,220,235
locura,xpos,NN,406,422,439,445
locura,xpos,NNP,108,244,220,235
conmigo,upos,NOUN,406,422,439,445
conmigo,upos,X,315,378,380,399
conmigo,xpos,NN,406,422,439,445
conmigo,xpos,FW,315,378,380,399
bailo,upos,PROPN,406,422,439,445
bailo,xpos,NNP,406,422,439,445
frio,upos,PROPN,406,422,439,445
frio,upos,X,0,102,75,62
frio,xpos,NNP,406,422,439,445
frio,xpos,FW,0,102,75,62
cierto,upos,NOUN,406,422,439,445
cierto,upos,INTJ,236,321,328,328
cierto,upos,X,236,321,328,328
cierto,xpos,NN,406,422,439,445
cierto,xpos,UH,236,321,328,328
cierto,xpos,FW,236,321,328,328
amas,upos,NOUN,406,422,439,445
amas,upos,X,406,422,436,445
amas,xpos,NN,406,422,439,445
amas,xpos,FW,406,422,436,445
est,upos,PROPN,406,422,439,445
est,upos,X,315,379,384,399
est,xpos,NNP,406,422,439,445
est,xpos,FW,315,379,384,399
sola,upos,NOUN,406,422,439,445
sola,upos,PROPN,406,422,436,445
sola,xpos,NN,406,422,439,445
sola,xpos,NNP,406,422,436,445
debo,upos,PROPN,406,422,439,445
debo,upos,X,293,365,362,376
debo,xpos,NNP,406,422,439,445
debo,xpos,GW,293,365,362,376
reaccionar,upos,PROPN,406,422,439,445
reaccionar,xpos,NNP,406,422,439,445
Oficialmente,upos,PROPN,406,422,439,445
Oficialmente,xpos,NNP,406,422,439,445
mentira,upos,NOUN,406,422,439,445
mentira,upos,X,315,378,380,399
mentira,upos,VERB,79,216,187,203
mentira,xpos,NN,406,422,439,445
mentira,xpos,FW,315,378,380,399
mentira,xpos,VBZ,79,216,187,203
mentira,xpos,NNS,52,201,172,183
Solitario,upos,PROPN,406,422,438,445
Solitario,xpos,NNP,406,422,438,445
pues,upos,INTJ,406,422,438,445
pues,upos,X,406,422,438,445
pues,xpos,UH,406,422,438,445
pues,xpos,FW,406,422,438,445
quien,upos,VERB,406,422,438,445
quien,upos,NOUN,406,422,434,445
quien,upos,X,406,422,426,445
quien,xpos,VB,406,422,438,445
quien,xpos,NN,406,422,434,445
quien,xpos,FW,406,422,426,445
juzgue,upos,INTJ,406,422,438,445
juzgue,xpos,UH,406,422,438,445
Solamente,upos,PROPN,406,422,438,445
Solamente,xpos,NNP,406,422,438,445
Dios,upos,PROPN,406,422,438,445
Dios,xpos,NNP,406,422,438,445
colegio,upos,PROPN,406,422,438,445
colegio,upos,X,236,321,329,328
colegio,upos,NOUN,32,188,157,168
colegio,xpos,NNP,406,422,438,445
colegio,xpos,FW,236,321,329,328
colegio,xpos,NN,32,188,157,168
educo,upos,PUNCT,406,422,438,445
educo,xpos,.,406,422,438,445
polvo,upos,X,406,422,438,445
polvo,upos,NOUN,45,196,167,177
polvo,xpos,FW,406,422,438,445
polvo,xpos,NN,45,196,167,177
formado,upos,NOUN,406,422,438,445
formado,xpos,NN,406,422,438,445
Solamemte,upos,PROPN,406,422,438,445
Solamemte,xpos,NNP,406,422,438,445
invierno,upos,PROPN,406,422,438,445
invierno,upos,NOUN,0,51,27,14
invierno,xpos,NNP,406,422,438,445
invierno,xpos,NN,0,51,27,14
vece,upos,NOUN,406,422,438,445
vece,upos,SCONJ,406,422,435,445
vece,xpos,NN,406,422,438,445
vece,xpos,IN,406,422,435,445
gran,upos,PROPN,406,422,438,445
gran,upos,X,248,329,339,341
gran,xpos,NNP,406,422,438,445
gran,xpos,FW,248,329,339,341
castillo,upos,NOUN,406,422,438,445
castillo,upos,PROPN,58,207,175,192
castillo,xpos,NN,406,422,438,445
castillo,xpos,NNP,58,207,175,192
diamante,upos,NOUN,406,422,438,445
diamante,upos,PROPN,190,294,285,290
diamante,xpos,NNS,406,422,438,445
diamante,xpos,NNP,190,294,285,290
luego,upos,X,406,422,438,445
luego,xpos,FW,406,422,438,445
vuelvo,upos,VERB,406,422,438,445
vuelvo,upos,NOUN,126,254,228,244
vuelvo,upos,ADJ,104,240,217,232
vuelvo,xpos,VB,406,422,438,445
vuelvo,xpos,NN,126,254,228,244
vuelvo,xpos,JJ,104,240,217,232
conformar,upos,NOUN,406,422,438,445
conformar,xpos,NN,406,422,438,445
andant,upos,VERB,406,422,438,445
andant,xpos,VBZ,406,422,438,445
Mala,upos,PROPN,406,422,437,445
Mala,xpos,NNP,406,422,437,445
recordarte,upos,NOUN,406,422,437,445
recordarte,xpos,NN,406,422,437,445
enamorada,upos,NOUN,406,422,437,445
enamorada,xpos,NN,406,422,437,445
persona,upos,NOUN,406,422,437,445
persona,xpos,NN,406,422,437,445
persona,xpos,NNS,45,196,167,177
equivocada,upos,NOUN,406,422,437,445
equivocada,xpos,NN,406,422,437,445
Alguien,upos,PROPN,406,422,437,445
Alguien,xpos,NNP,406,422,437,445
tonta,upos,X,406,422,437,445
tonta,xpos,FW,406,422,437,445
muere,upos,X,406,422,437,445
muere,xpos,FW,406,422,437,445
regreso,upos,NOUN,406,422,437,445
regreso,xpos,NN,406,422,437,445
atrapada,upos,X,406,422,437,445
atrapada,xpos,GW,406,422,437,445
seducción,upos,NOUN,406,422,437,445
seducción,xpos,NN,406,422,437,445
otra,upos,X,406,422,437,445
otra,upos,NOUN,324,386,390,401
otra,xpos,FW,406,422,437,445
otra,xpos,NN,324,386,390,401
luna,upos,X,406,422,437,445
luna,upos,PROPN,324,386,389,401
luna,xpos,FW,406,422,437,445
luna,xpos,NNP,324,386,389,401
olvida,upos,NOUN,406,422,437,445
olvida,xpos,NN,406,422,437,445
buscare,upos,PROPN,406,422,437,445
buscare,xpos,NNP,406,422,437,445
bandido,upos,NOUN,406,422,437,445
bandido,xpos,NN,406,422,437,445
atrapare,upos,NOUN,406,422,437,445
atrapare,xpos,NN,406,422,437,445
maldito,upos,NOUN,406,422,437,445
maldito,xpos,NN,406,422,437,445
juro,upos,NOUN,406,422,437,445
juro,xpos,NN,406,422,437,445
Pagaras,upos,PROPN,406,422,437,445
Pagaras,xpos,NNP,406,422,437,445
mío,upos,X,406,422,437,445
mío,upos,PROPN,52,201,172,183
mío,xpos,ADD,406,422,437,445
mío,xpos,NNP,52,201,172,183
mío,xpos,FW,32,188,158,168
Tienen,upos,PROPN,406,422,437,445
Tienen,xpos,NNP,406,422,437,445
algo,upos,PROPN,406,422,437,445
algo,upos,NOUN,406,422,433,445
algo,upos,X,315,378,379,399
algo,xpos,NNP,406,422,437,445
algo,xpos,NN,406,422,433,445
algo,xpos,AFX,315,378,379,399
algo,xpos,FW,248,329,341,341
pendiente,upos,PROPN,406,422,437,445
pendiente,upos,NOUN,219,313,308,314
pendiente,upos,VERB,0,102,75,62
pendiente,xpos,NNP,406,422,437,445
pendiente,xpos,NN,219,313,308,314
pendiente,xpos,VBP,0,102,75,62
enamora,upos,NOUN,406,422,437,445
enamora,upos,X,293,365,361,376
enamora,xpos,NN,406,422,437,445
enamora,xpos,FW,293,365,361,376
capas,upos,PROPN,406,422,437,445
capas,xpos,NNP,406,422,437,445
cualquier,upos,X,406,422,437,445
cualquier,xpos,FW,406,422,437,445
cosa,upos,NOUN,406,422,437,445
cosa,upos,X,0,72,49,43
cosa,xpos,NN,406,422,437,445
cosa,xpos,FW,0,72,49,43
doy,upos,NOUN,406,422,437,445
doy,upos,X,0,37,14,6
doy,xpos,NN,406,422,437,445
doy,xpos,FW,0,37,14,6
vuelve,upos,NOUN,406,422,437,445
vuelve,xpos,NN,406,422,437,445
vuelve,xpos,NNS,219,313,308,314
fecha,upos,X,406,422,436,445
fecha,xpos,FW,406,422,436,445
encuentro,upos,X,406,422,436,445
encuentro,upos,PROPN,406,422,436,445
encuentro,upos,NOUN,406,422,426,445
encuentro,upos,ADP,126,254,228,244
encuentro,xpos,FW,406,422,436,445
encuentro,xpos,NNP,406,422,436,445
encuentro,xpos,NN,406,422,426,445
encuentro,xpos,IN,126,254,228,244
cambiada,upos,X,406,422,436,445
cambiada,xpos,FW,406,422,436,445
reproch,upos,NOUN,406,422,436,445
reproch,xpos,NNS,406,422,436,445
busca,upos,NOUN,406,422,436,445
busca,upos,X,219,313,308,314
busca,xpos,NN,406,422,436,445
busca,xpos,FW,219,313,308,314
vengo,upos,X,406,422,436,445
vengo,upos,NOUN,11,154,130,153
vengo,xpos,FW,406,422,436,445
vengo,xpos,GW,11,154,130,153
vengo,xpos,AFX,11,154,130,153
vengo,xpos,NN,11,154,130,153
notando,upos,X,406,422,436,445
notando,xpos,FW,406,422,436,445
celo,upos,VERB,406,422,436,445
celo,xpos,VBZ,406,422,436,445
corroe,upos,X,406,422,436,445
corroe,xpos,FW,406,422,436,445
Joan,upos,PROPN,406,422,436,445
Joan,xpos,NNP,406,422,436,445
Sebastian,upos,PROPN,406,422,436,445
Sebastian,xpos,NNP,406,422,436,445
López,upos,PROPN,406,422,436,445
López,xpos,NNP,406,422,436,445
Será,upos,PROPN,406,422,436,445
Será,xpos,NNP,406,422,436,445
dejarte,upos,PROPN,406,422,436,445
dejarte,upos,NOUN,200,296,291,299
dejarte,xpos,NNP,406,422,436,445
dejarte,xpos,NN,200,296,291,299
Encuentras,upos,PROPN,406,422,436,445
Encuentras,xpos,NNP,406,422,436,445
nuevo,upos,NOUN,406,422,436,445
nuevo,upos,X,293,365,362,376
nuevo,upos,PROPN,248,329,341,341
nuevo,xpos,NN,406,422,436,445
nuevo,xpos,FW,293,365,362,376
nuevo,xpos,NNP,248,329,341,341
ocupa,upos,PROPN,406,422,436,445
ocupa,upos,X,406,422,436,445
ocupa,xpos,NNP,406,422,436,445
ocupa,xpos,FW,406,422,436,445
sitio,upos,NOUN,406,422,436,445
sitio,upos,X,315,378,379,399
sitio,xpos,NN,406,422,436,445
sitio,xpos,FW,315,378,379,399
duda,upos,X,406,422,436,445
duda,upos,NOUN,0,133,109,121
duda,xpos,FW,406,422,436,445
duda,xpos,NN,0,133,109,121
peor,upos,X,406,422,436,445
peor,upos,NOUN,370,403,405,426
peor,upos,PROPN,102,238,211,228
peor,xpos,FW,406,422,436,445
peor,xpos,NN,370,403,405,426
peor,xpos,NNP,102,238,211,228
enemigo,upos,X,406,422,436,445
enemigo,upos,NOUN,29,180,155,167
enemigo,xpos,FW,406,422,436,445
enemigo,xpos,NN,29,180,155,167
ausente,upos,NOUN,406,422,436,445
ausente,xpos,NN,406,422,436,445
mente,upos,X,406,422,436,445
mente,upos,NOUN,293,365,361,376
mente,xpos,FW,406,422,436,445
mente,xpos,NN,293,365,361,376
rumora,upos,X,406,422,436,445
rumora,upos,NOUN,406,422,436,445
rumora,xpos,FW,406,422,436,445
rumora,xpos,NN,406,422,436,445
asunto,upos,X,406,422,436,445
asunto,upos,NOUN,0,102,75,62
asunto,xpos,FW,406,422,436,445
asunto,xpos,NN,0,102,75,62
importante,upos,X,406,422,436,445
importante,upos,NOUN,185,288,283,282
importante,xpos,FW,406,422,436,445
importante,xpos,NN,185,288,283,282
alguien,upos,X,406,422,436,445
alguien,upos,NOUN,406,422,433,445
alguien,xpos,FW,406,422,436,445
alguien,xpos,NN,406,422,433,445
pueblo,upos,X,406,422,436,445
pueblo,upos,PROPN,248,329,339,341
pueblo,xpos,FW,406,422,436,445
pueblo,xpos,NNP,248,329,339,341
estrenando,upos,X,406,422,436,445
estrenando,xpos,FW,406,422,436,445
cambiado,upos,X,406,422,436,445
cambiado,upos,NOUN,293,365,363,376
cambiado,xpos,ADD,406,422,436,445
cambiado,xpos,NN,293,365,363,376
será,upos,NOUN,406,422,436,445
será,upos,PROPN,29,180,155,167
será,xpos,NN,406,422,436,445
será,xpos,NNP,29,180,155,167
indiferencia,upos,VERB,406,422,436,445
indiferencia,xpos,VB,406,422,436,445
había,upos,NOUN,406,422,436,445
había,upos,X,406,422,428,445
había,xpos,NN,406,422,436,445
había,xpos,FW,406,422,428,445
había,xpos,GW,370,403,405,426
acostumbrado,upos,NOUN,406,422,436,445
acostumbrado,xpos,NN,406,422,436,445
preguntando,upos,X,406,422,436,445
preguntando,upos,NOUN,406,422,427,445
preguntando,xpos,ADD,406,422,436,445
preguntando,xpos,NN,406,422,427,445
o,upos,X,406,422,436,445
o,upos,INTJ,302,372,373,386
o,upos,PRON,260,332,347,348
o,xpos,FW,406,422,436,445
o,xpos,UH,302,372,373,386
o,xpos,WP,260,332,347,348
o,xpos,GW,3,149,126,140
sólo,upos,X,406,422,436,445
sólo,upos,NOUN,406,422,435,445
sólo,xpos,FW,406,422,436,445
sólo,xpos,NN,406,422,435,445
orgullo,upos,X,406,422,436,445
orgullo,upos,NOUN,406,422,429,445
orgullo,xpos,FW,406,422,436,445
orgullo,xpos,NN,406,422,429,445
lastimando,upos,NOUN,406,422,436,445
lastimando,xpos,NN,406,422,436,445
Sola,upos,PROPN,406,422,436,445
Sola,xpos,NNP,406,422,436,445
anda,upos,X,406,422,435,445
anda,upos,NOUN,324,386,389,401
anda,xpos,FW,406,422,435,445
anda,xpos,NN,324,386,389,401
Anda,upos,PROPN,406,422,435,445
Anda,xpos,NNP,406,422,435,445
hagas,upos,NOUN,406,422,435,445
hagas,xpos,NNS,406,422,435,445
hagas,xpos,NN,174,281,267,266
mí,upos,NOUN,406,422,435,445
mí,upos,X,293,365,361,376
mí,upos,ADP,293,365,360,376
mí,xpos,NN,406,422,435,445
mí,xpos,FW,293,365,361,376
mí,xpos,IN,293,365,360,376
cabo,upos,PROPN,406,422,435,445
cabo,xpos,NNP,406,422,435,445
Somos,upos,PROPN,406,422,435,445
Somos,xpos,NNP,406,422,435,445
nerviosa,upos,NOUN,406,422,435,445
nerviosa,xpos,NN,406,422,435,445
sientas,upos,X,406,422,435,445
sientas,xpos,FW,406,422,435,445
sentías,upos,X,406,422,435,445
sentías,upos,NOUN,123,253,224,241
sentías,xpos,FW,406,422,435,445
sentías,xpos,NN,123,253,224,241
dudo,upos,PUNCT,406,422,435,445
dudo,upos,NOUN,406,422,435,445
dudo,upos,X,406,422,435,445
dudo,xpos,.,406,422,435,445
dudo,xpos,NN,406,422,435,445
dudo,xpos,FW,406,422,435,445
Conmigo,upos,PROPN,406,422,435,445
Conmigo,xpos,NNP,406,422,435,445
mecías,upos,X,406,422,435,445
mecías,xpos,AFX,406,422,435,445
mecías,xpos,FW,32,188,158,168
Volabas,upos,PROPN,406,422,435,445
Volabas,xpos,NNP,406,422,435,445
podrán,upos,NOUN,406,422,435,445
podrán,xpos,NN,406,422,435,445
llorado,upos,NOUN,406,422,435,445
llorado,upos,PROPN,370,403,405,426
llorado,upos,X,370,403,405,426
llorado,upos,VERB,0,102,75,62
llorado,xpos,NN,406,422,435,445
llorado,xpos,NNP,370,403,405,426
llorado,xpos,FW,370,403,405,426
llorado,xpos,AFX,32,188,158,168
llorado,xpos,VBZ,0,102,75,62
Llorando,upos,PROPN,406,422,435,445
Llorando,xpos,NNP,406,422,435,445
pase,upos,X,406,422,435,445
pase,xpos,FW,406,422,435,445
cancion,upos,X,406,422,434,445
cancion,upos,VERB,371,403,409,427
cancion,upos,NOUN,79,216,187,203
cancion,xpos,FW,406,422,434,445
cancion,xpos,VBZ,371,403,409,427
cancion,xpos,NN,79,216,187,203
agrego,upos,X,406,422,434,445
agrego,xpos,FW,406,422,434,445
sepan,upos,X,406,422,434,445
sepan,xpos,FW,406,422,434,445
dedico,upos,X,406,422,434,445
dedico,xpos,FW,406,422,434,445
cahvo,upos,X,406,422,434,445
cahvo,xpos,FW,406,422,434,445
amado,upos,PROPN,406,422,434,445
amado,upos,X,406,422,434,445
amado,xpos,NNP,406,422,434,445
amado,xpos,FW,406,422,434,445
Vea,upos,PROPN,406,422,434,445
Vea,xpos,NNP,406,422,434,445
acuerde,upos,X,406,422,434,445
acuerde,xpos,FW,406,422,434,445
aqui,upos,X,406,422,434,445
aqui,upos,NOUN,248,329,339,341
aqui,upos,PROPN,0,22,2,0
aqui,xpos,FW,406,422,434,445
aqui,xpos,NN,248,329,339,341
aqui,xpos,NNP,0,22,2,0
esperandolo,upos,X,406,422,434,445
esperandolo,xpos,FW,406,422,434,445
luis,upos,X,406,422,434,445
luis,xpos,FW,406,422,434,445
alberto,upos,PROPN,406,422,434,445
alberto,xpos,NNP,406,422,434,445
samano,upos,PROPN,406,422,434,445
samano,xpos,NNP,406,422,434,445
reyes,upos,PROPN,406,422,434,445
reyes,xpos,NNP,406,422,434,445
antes,upos,X,406,422,434,445
antes,upos,ADP,315,378,380,399
antes,xpos,FW,406,422,434,445
antes,xpos,IN,315,378,380,399
march,upos,VERB,406,422,434,445
march,upos,PROPN,85,223,193,210
march,xpos,VBZ,406,422,434,445
march,xpos,VBG,89,228,201,214
march,xpos,NNP,85,223,193,210
dejame,upos,X,406,422,434,445
dejame,xpos,FW,406,422,434,445
dejame,xpos,GW,406,422,434,445
decirte,upos,X,406,422,434,445
decirte,upos,NOUN,406,422,434,445
decirte,upos,PROPN,248,329,341,341
decirte,xpos,FW,406,422,434,445
decirte,xpos,NN,406,422,434,445
decirte,xpos,NNP,248,329,341,341
decirte,xpos,GW,236,321,328,328
decirte,xpos,AFX,11,154,130,153
¡te,upos,X,406,422,434,445
¡te,xpos,FW,406,422,434,445
irte,upos,X,406,422,434,445
irte,upos,PROPN,315,378,380,399
irte,xpos,FW,406,422,434,445
irte,xpos,NNP,315,378,380,399
perderte,upos,NOUN,406,422,434,445
perderte,xpos,NN,406,422,434,445
seria,upos,NOUN,406,422,434,445
seria,xpos,NN,406,422,434,445
tenerte,upos,NOUN,406,422,434,445
tenerte,upos,X,293,365,361,376
tenerte,xpos,NN,406,422,434,445
tenerte,xpos,FW,293,365,361,376
tenerte,xpos,GW,0,51,27,14
nesecito,upos,NOUN,406,422,434,445
nesecito,xpos,NN,406,422,434,445
cerca,upos,X,406,422,434,445
