word,relaxed,angry,happy,sad
coat,13,2,2,3
probably,6,14,3,8
belly,4,5,1,4
solitary,1,2,1,1
easiest,1,2,1,1
defense,3,3,1,3
jury,1,3,1,2
friendly,1,2,2,6
daze,1,1,5,2
birthday,10,4,80,2
norwegian,1,1,2,1
wood,3,2,3,3
ordinary,8,9,19,1
dying,1,1,2,1
screaming,1,1,2,1
enter,3,3,4,6
positive,1,1,3,1
colour,6,7,4,1
tonne,1,2,3,1
ooohh,1,1,2,1
ooooh,5,2,9,1
jason,1,1,2,1
mraz,1,1,2,1
colbie,1,1,2,1
caillat,1,1,2,1
sailing,3,2,2,1
island,2,1,2,1
bloom,14,4,2,2
also,6,4,1,4
boned,1,2,1,2
overboard,1,3,1,2
haste,1,3,1,3
hike,1,3,1,3
castle,3,2,2,1
rascal,1,2,1,1
rash,2,2,1,1
aeroplane,2,1,1,1
naw,3,1,2,1
365,1,1,7,1
frame,3,6,2,3
undying,1,1,2,1
hmm,3,19,9,1
ole,2,1,3,1
forsaken,3,1,3,2
truly,5,5,11,4
eurus,3,1,1,1
āfer,3,1,1,1
ventus,3,1,1,1
caribbean,4,1,1,1
boreas,3,1,1,1
zephryus,3,1,1,1
imagine,17,20,5,3
africus,2,1,1,1
everlast,3,1,7,1
rectify,1,1,2,2
lifetime,5,9,7,1
spare,1,1,5,4
happiness,16,31,14,5
sir,3,4,3,3
ee,3,5,5,4
eternally,5,1,2,3
pleasing,1,1,2,1
deserving,1,1,4,1
whoah,1,1,2,1
relax,7,3,2,3
struggle,5,4,1,2
cherishing,1,4,1,1
unwanted,1,4,1,3
clemency,1,4,1,1
vanishing,1,4,1,1
unmask,1,4,1,1
perish,1,4,1,1
repress,1,2,1,1
instinctive,1,2,1,1
protest,1,4,1,1
ravage,1,4,1,2
crap,1,1,1,2
gelatin,1,1,1,2
instead,8,9,3,9
gossip,1,1,1,2
tip,2,2,1,5
lest,1,1,1,3
holier,1,1,1,7
thou,9,1,1,7
arrogance,1,1,1,2
basis,1,1,1,2
wealth,1,2,1,2
painfully,1,2,1,1
easily,2,3,2,1
falls,2,2,1,1
luck,35,9,8,2
attack,1,10,1,3
practically,1,3,1,1
infect,1,9,1,5
selfishness,1,1,1,5
sleeping,1,2,1,4
tremble,1,4,5,3
invasion,1,1,2,2
worthless,1,1,2,2
hopeless,2,2,1,7
bother,6,11,3,1
swell,4,3,5,3
eee,1,15,2,1
eeeeeey,1,2,1,1
eey,1,7,1,1
eeeey,1,2,1,1
calm,21,15,5,10
soup,1,2,1,1
hardly,5,2,8,4
stoned,2,1,1,1
tame,1,10,1,3
clever,1,7,3,2
endeavor,1,2,1,1
desolate,1,5,1,1
colder,3,3,1,3
allow,7,10,2,8
rah,1,13,1,1
sweetly,2,2,3,2
scan,1,2,1,2
comfortable,3,1,1,6
wound,1,13,1,5
affliction,1,1,1,2
sickness,2,8,1,3
addiction,3,3,1,11
sacrifice,2,7,6,6
prove,4,2,14,7
delusion,2,1,1,2
blur,1,1,4,2
pressure,1,64,1,1
psychosomatic,1,9,1,1
addict,1,9,1,1
inhale,1,9,1,1
exhale,1,14,1,1
disarm,1,3,1,1
wither,5,3,1,4
denial,4,4,1,1
bitterness,1,2,1,1
nail,8,4,2,7
boil,1,7,1,3
rusty,1,1,1,20
diesel,1,1,2,3
dinosaur,1,1,1,3
stillwater,1,1,1,3
phillips,1,1,1,2
headlight,7,1,1,4
icepick,1,1,1,3
steel,1,8,1,3
shore,3,5,7,6
twelve,2,2,1,2
strongly,1,1,1,2
fat,5,4,1,10
yeahh,4,1,4,2
ughh,1,3,1,11
ey,2,3,3,4
bombtrack,1,6,1,1
sucker,2,5,3,2
level,2,9,1,2
inclined,1,2,2,1
stank,1,2,1,1
downs,1,2,1,2
delete,1,2,1,1
compete,1,3,1,1
obsolete,1,2,1,2
recall,5,5,6,2
downfall,1,4,1,1
business,4,11,5,5
bluff,1,2,1,1
manifest,1,2,1,1
landlord,1,5,1,1
whore,1,10,1,1
dispute,1,4,1,1
suit,2,7,2,4
ignite,2,12,1,1
militant,1,4,1,1
hardline,1,7,1,1
funky,5,7,19,3
radical,1,2,1,1
sketch,1,2,1,1
notebook,1,2,1,1
dope,5,2,1,4
hook,7,5,8,3
interfere,1,2,1,1
urrrrrrrrr,1,2,1,1
fantasize,2,1,1,3
snap,1,2,1,15
wit,4,2,8,4
taio,1,1,1,2
cruz,1,1,1,5
keha,1,1,1,2
click,1,6,2,3
lil,10,1,4,2
jon,2,1,2,1
bash,4,1,1,1
mario,4,1,1,1
drippin,2,1,1,1
super,2,3,3,2
bambi,2,1,1,1
jamaica,2,1,1,1
puerto,3,1,1,2
rico,2,1,1,1
utah,2,1,1,1
miami,2,1,1,1
california,2,2,1,1
broad,3,2,1,1
hater,2,9,3,2
hoop,4,1,1,1
chenel,2,1,1,1
tail,3,1,1,1
showin,2,1,1,1
gravy,2,1,1,1
plenty,3,3,5,2
101,2,1,1,1
later,8,8,10,1
magazine,6,2,4,1
underware,2,1,1,1
slowed,2,1,1,1
grimm,2,1,1,1
rasheed,2,1,1,1
flight,8,4,1,7
photo,2,1,1,1
interview,2,1,1,1
studio,2,1,3,1
banger,2,1,1,1
mickael,1,2,1,1
swa,1,2,1,1
cyclone,1,26,1,1
dumper,1,2,1,1
bumper,1,2,1,1
rumpa,1,2,1,1
lower,2,4,1,2
muffler,1,2,1,1
either,5,4,2,11
showstoppin,1,2,1,1
maserati,1,2,1,1
tsunami,1,2,1,1
copy,1,2,2,1
sloppy,1,2,1,1
entourage,1,2,1,1
paparazzi,1,3,1,1
stormy,1,2,1,5
breakin,1,2,5,1
typhoon,1,2,1,1
feta,1,2,1,1
tycoon,1,2,1,1
steady,2,6,1,3
monsoon,1,2,1,1
google,1,2,1,1
download,1,2,1,1
itunes,1,2,1,1
playin,2,9,4,4
clack,1,3,1,1
stiletto,1,2,1,1
fuego,4,2,1,9
label,1,4,1,1
tomato,1,2,1,1
class,4,8,2,4
stage,6,6,2,7
amazing,6,2,18,3
fairy,5,1,1,3
tale,10,2,1,6
fiction,5,1,1,1
novelas,2,1,1,1
fancy,10,1,7,2
lavish,2,1,1,1
definition,3,2,3,1
hd,2,1,1,1
playboy,2,1,1,1
bunny,2,1,1,1
hugh,2,1,1,1
hefner,2,1,1,1
freshtastic,2,1,1,1
christian,2,3,1,1
dior,2,1,1,1
temple,3,1,1,1
explore,4,1,1,1
incline,2,1,1,1
quiet,10,5,1,9
allusion,2,1,1,1
afternoon,15,1,3,1
macbook,2,1,1,1
blu,2,1,1,1
ray,2,1,4,1
video,2,2,3,1
sangria,2,1,1,1
mia,5,1,2,3
fantasia,2,1,1,3
fashionista,2,1,1,1
freak,5,4,6,1
sheet,7,3,1,2
diva,2,1,2,2
na,3,1,1,5
sho,4,4,10,11
bittersweet,1,1,3,1
yyyeaaaaaaah,1,1,5,1
hoe,1,3,4,3
grabbin,1,1,2,1
thang,4,2,5,2
da,2,8,47,8
ho,5,5,4,2
pamela,1,1,2,1
brah,1,1,3,1
spot,2,2,6,4
rockstaaaaar,1,1,2,1
iiiii,1,1,2,1
cop,3,2,2,4
whoop,1,1,3,1
band,4,1,5,6
yacht,1,1,3,1
marilyn,1,1,2,1
manson,1,1,2,1
maaaan,1,1,2,1
skull,2,3,2,10
belt,2,2,3,1
wallet,1,2,2,1
shop,1,1,4,1
boyz,1,1,3,1
center,2,3,2,1
womb,2,2,2,1
momma,3,6,6,2
golf,1,1,2,1
trippin,1,1,2,1
osbourne,1,1,2,1
travis,1,1,2,2
barker,1,1,2,1
mentality,1,2,2,1
panic,1,10,2,2
titanic,1,1,2,1
surfin,2,1,2,1
screamin,1,3,2,1
cowabonga,1,1,2,1
totally,4,1,3,1
duuude,1,1,2,1
duuuude,1,1,2,1
complicated,1,7,2,1
cupid,1,4,2,1
lovegame,1,1,31,1
bust,1,1,4,3
dans,1,3,12,1
involve,1,1,2,1
indicate,1,1,2,1
educated,1,1,2,1
faithful,9,6,6,5
summertime,2,1,3,1
spring,16,5,10,2
rollin,14,3,1,6
patrollin,1,1,1,6
tryna,1,1,5,46
swangin,1,1,1,6
hopin,5,2,4,6
grindin,1,1,1,2
lean,3,2,5,4
tint,1,1,1,2
police,1,4,1,3
gleam,5,1,1,2
playstation,1,1,1,2
controller,1,1,1,2
clip,1,1,1,9
pistola,1,1,1,4
jacker,1,1,1,2
coma,1,2,1,4
krayzie,1,1,1,3
patrol,1,2,1,2
maximum,1,1,1,3
speaker,1,3,1,3
packin,1,1,1,2
hath,1,4,1,2
m,5,8,2,3
grippin,1,1,1,2
tippin,1,1,1,3
twin,1,1,1,2
twistin,1,1,1,2
dough,1,1,1,2
pollution,3,3,1,2
cd,1,1,2,2
producin,1,1,1,2
n,3,1,3,7
skillz,1,1,1,2
cruisin,16,1,1,2
warrant,1,9,1,2
houston,1,1,1,3
â€˜cause,1,1,1,2
focus,1,3,2,2
po,1,2,1,4
scope,1,1,1,2
excursion,1,1,1,2
swervin,1,1,1,2
curb,1,1,1,2
sippin,1,1,2,2
hennessy,1,1,1,2
gin,2,2,1,2
puff,1,1,1,2
blunt,1,6,1,4
givin,23,4,3,4
40,1,1,1,3
ounce,1,2,2,2
lap,2,2,1,2
freezin,1,1,1,2
wonderin,2,1,2,4
pound,4,4,6,2
glock,1,1,1,3
regard,1,3,1,2
dodge,1,1,1,2
charge,1,4,1,2
none,2,29,14,45
poppin,1,1,3,2
chamillionaire,1,1,1,2
blinker,1,1,1,2
swang,1,1,1,2
catchin,1,1,1,2
dro,1,2,1,2
tags,1,1,1,3
rear,1,1,1,2
smilin,2,1,4,2
denyin,1,1,2,2
racial,1,1,1,2
profilin,1,1,1,2
texas,1,1,1,8
slab,1,1,1,2
compartment,1,1,1,2
crooked,1,1,1,2
bein,6,1,6,2
baller,1,1,2,2
attitude,2,1,2,3
leavin,5,1,2,3
madder,1,1,1,2
mood,12,2,2,3
cruise,4,3,2,2
dj,1,3,1,3
sue,3,1,1,3
tellin,9,4,9,2
crook,1,1,1,3
chrome,1,1,1,3
bookin,1,1,1,2
findin,1,1,1,2
refrain,5,2,3,2
athena,1,1,2,1
keith,1,1,2,1
motion,1,6,9,55
act,18,6,10,20
dick,2,3,2,9
thrower,1,1,1,2
throater,1,1,1,2
virgin,14,6,1,7
hop,2,1,2,2
jicky,1,1,1,3
jerking,1,1,1,2
doggy,1,1,1,3
bark,2,2,1,2
palm,2,3,1,4
12,2,2,1,2
morn,1,1,2,2
cycle,1,5,1,2
dome,1,1,3,2
riding,1,2,1,3
jive,1,1,1,3
juvenile,1,1,1,2
derby,1,1,1,2
kirby,1,1,1,2
nolia,1,1,1,2
bounce,2,2,2,4
swollen,2,1,1,2
tote,1,1,1,2
believer,5,1,1,2
gurantee,1,1,1,2
holla,2,1,1,2
stunt,1,2,1,2
incredible,5,1,10,2
hennsey,1,1,1,2
violate,1,2,1,2
handful,1,1,1,3
sample,2,1,2,2
rental,1,1,1,2
bullshit,1,3,1,4
weed,1,5,1,3
wet,4,7,7,4
1000,1,1,2,1
encantaría,1,1,1,11
poder,3,2,1,4
causar,1,1,1,2
loca,1,1,1,13
reaccione,1,1,1,2
en,32,19,5,341
tu,20,40,1,261
cuerpo,10,1,1,12
tal,2,2,1,18
vez,6,2,1,53
poco,2,1,1,20
inclinado,1,1,1,2
al,3,5,1,112
loco,1,4,1,34
beso,9,3,1,27
enamorar,7,1,1,2
corazón,2,1,1,63
ser,8,1,2,68
motivo,1,1,1,5
sueño,1,4,1,20
nombre,1,1,1,19
llene,1,1,1,2
cuader,1,1,1,2
cada,7,5,1,38
olvido,1,1,1,10
razón,2,1,1,19
alegría,1,1,1,8
motivación,1,1,1,3
cama,1,1,1,13
beba,1,1,1,4
tus,12,1,1,55
ganas,2,1,1,14
como,12,8,1,102
él,4,2,1,25
bebe,1,1,1,3
semana,1,1,1,4
planta,1,1,1,3
vida,11,7,1,133
eterno,1,1,1,5
seductor,1,1,1,3
despedida,1,1,1,5
tener,3,1,1,4
aguantarme,1,1,1,3
mis,4,5,1,57
deseo,1,1,1,11
cuando,3,6,1,76
sufriendo,1,1,1,9
porque,9,5,1,87
veo,1,1,1,12
fueras,1,1,1,2
mía,1,2,1,4
una,4,4,1,112
esconderme,1,1,1,4
para,6,5,7,104
verte,17,1,1,19
por,7,16,3,213
amante,1,1,1,9
desde,2,2,1,24
ahora,15,1,4,35
sería,1,1,1,5
capaz,1,1,1,3
fuera,1,1,1,8
ves,1,1,1,33
conoce,1,1,1,10
aun,1,1,1,17
nuestro,1,3,1,32
fue,1,4,5,53
pasional,1,1,1,2
nos,1,5,1,38
dimo,1,1,1,2
oportunidad,2,1,1,6
decirnos,1,1,1,2
cosas,1,2,1,20
amor,9,6,4,231
verdad,5,2,1,24
las,13,2,1,74
emocion,1,1,1,3
hice,1,1,1,3
sentir,5,1,1,16
solamente,1,1,1,6
los,5,9,1,78
días,1,1,1,11
abril,1,1,1,2
quedan,1,1,1,2
4os,1,1,1,2
vivir,1,3,1,78
ven,1,1,1,7
casa,1,1,1,13
abrázame,1,1,1,18
hazme,1,1,1,4
esta,1,22,1,66
mirada,4,1,1,20
conozco,1,1,1,4
sorpresas,1,1,1,4
dejamo,1,1,1,3
correr,1,1,1,2
reloj,1,1,1,4
caricias,1,1,1,4
haciendo,1,1,1,4
conocernos,1,1,1,2
mejor,2,2,1,30
amamo,1,1,1,2
amar,1,1,1,25
besamo,1,1,1,2
besar,5,1,1,2
vamos,1,1,1,16
darno,1,1,1,2
vamo,1,1,1,9
bailar,5,1,1,17
gozar,1,1,1,4
ka,1,1,1,8
vamono,1,1,1,2
bonito,1,1,1,3
moviendo,1,1,1,3
culito,1,1,1,3
te,5,5,1,94
mueve,1,1,1,4
sabroson,1,1,1,2
ritmo,1,1,1,4
este,3,2,1,37
cumbion,1,1,1,2
vamonos,1,1,1,6
pal,1,2,1,3
rio,1,2,1,6
importa,1,2,1,20
tío,1,1,1,2
canciones,1,1,1,3
pikadientes,1,1,1,2
caborca,1,1,1,2
controlar,1,1,1,2
vieja,1,1,1,4
ta,1,1,1,3
bueno,1,3,1,3
ambiente,1,1,1,4
parece,1,1,1,8
trae,1,2,1,3
creciente,1,1,1,3
río,1,1,1,7
todo,6,5,1,57
dar,4,1,1,12
ponerse,1,1,1,3
pistiar,1,1,1,3
ere,5,1,1,6
casado,1,1,1,2
eres,1,1,1,16
abusado,1,1,1,2
traiga,1,1,1,2
pega,1,1,1,2
deja,1,2,2,7
puedo,1,1,1,52
ver,2,2,1,31
tren,1,1,1,6
partir,1,1,1,10
mirar,1,1,1,10
esconde,1,1,1,3
aquella,1,3,1,7
lagrima,1,1,1,10
volver,1,1,1,37
é,2,4,3,23
podre,1,1,1,6
ano,2,1,1,10
carta,1,1,1,6
dise,1,1,1,3
espérame,1,1,1,9
tiempo,1,6,3,62
pasasara,1,1,1,3
siglo,1,1,1,14
difícil,1,1,1,22
ou,4,3,1,34
pronto,1,1,1,10
estaremos,1,1,1,5
juntos,1,1,1,17
tanto,4,3,1,49
pasa,1,2,1,16
piensa,1,1,1,15
í,1,4,1,19
pasara,1,1,1,7
dice,1,4,1,13
ahí,2,1,1,6
k,2,1,1,8
paz,1,3,1,3
sierra,1,1,1,5
vlovere,1,1,1,5
cuatro,1,1,1,6
espada,1,1,1,3
apuntan,1,1,1,2
pecho,2,1,1,6
confiar,1,1,1,2
demasiado,1,4,1,2
suerte,1,1,1,16
feliz,4,1,22,55
brazos,1,4,1,13
sentencias,1,1,1,2
muerte,1,1,1,10
quieres,1,1,1,10
segunda,1,1,1,2
perdida,4,1,1,7
faltan,1,1,1,2
tienen,1,1,1,6
tos,1,1,1,2
ojos,1,1,1,21
verme,2,1,1,6
quitan,1,1,1,2
si,3,27,5,106
trajo,1,1,1,3
hasta,12,1,3,52
castigo,1,1,1,7
dio,1,3,1,11
espadas,1,1,1,4
hacen,1,1,1,8
sufrir,1,1,1,16
tendrбn,1,1,1,3
matar,1,1,1,11
dos,1,1,1,25
cuesta,2,1,1,3
buena,1,1,1,7
puedes,3,1,1,9
seguirme,1,1,1,2
adorando,1,1,1,2
curarme,1,1,1,3
heridas,1,1,1,2
siguen,1,1,1,2
sangrando,1,1,1,2
quier,2,5,1,19
querrй,1,1,1,2
resigno,1,1,1,2
mirarte,3,1,1,6
alma,1,7,1,41
le,2,4,1,57
quiten,1,1,1,2
pena,1,2,1,11
tras,1,1,1,6
destrozan,1,1,1,2
lastiman,1,1,1,2
pobre,1,1,1,10
corazon,1,1,1,25
cansado,1,1,1,3
esperare,1,1,1,5
diosito,1,1,1,4
santo,1,1,1,6
feo,1,1,1,3
sabe,1,1,1,20
miel,2,1,1,3
amarga,1,1,1,3
su,2,7,1,76
traicion,1,1,1,3
arancarla,1,1,1,3
voy,1,5,1,86
lejo,1,3,1,6
pongo,1,1,1,4
tierra,1,3,1,5
medio,1,1,1,4
pue,1,2,1,5
quedo,1,3,1,16
salieron,1,1,1,3
madrugada,1,3,1,4
oiha,1,1,1,2
gallos,1,1,1,2
iban,1,1,1,3
hacer,10,1,1,27
jornada,1,1,1,2
lomo,1,1,1,2
sus,1,2,1,31
caballos,1,1,1,3
fiesta,1,1,1,2
celebraba,1,1,1,2
rancho,1,1,1,4
del,18,2,1,51
pitayo,1,1,1,2
padre,2,1,1,4
les,1,2,1,21
consejo,1,1,1,4
apartir,1,1,1,2
aprestaban,1,1,1,2
cuiden,1,1,1,2
peyejo,1,1,1,2
acaba,1,1,1,7
palabras,1,2,1,7
viejo,1,1,1,3
hermanos,1,1,1,3
pensaban,1,1,1,2
pedro,1,1,1,2
fabian,1,1,1,2
dale,2,1,1,2
trago,1,1,1,4
jose,1,1,1,3
luis,1,1,1,3
ese,4,1,1,11
mezcal,1,1,1,2
seinta,1,1,1,2
ahorita,1,1,1,4
noma,1,1,1,2
yegar,1,1,1,2
divertir,1,1,1,2
arribaron,1,1,1,2
baile,1,1,1,3
dirigieron,1,1,1,2
andaba,1,1,1,2
aire,2,1,1,18
eyo,1,1,1,2
presintieron,1,1,1,2
eran,1,1,1,5
muchos,2,1,1,2
rivale,1,1,1,2
viejos,1,1,1,2
reencore,1,1,1,2
surgieron,1,1,1,3
rondando,1,1,1,2
jacale,1,1,1,2
abrieron,1,1,1,2
todos,1,2,1,9
asi,1,3,1,66
matan,1,1,1,3
cobard,1,1,1,2
acosa,1,1,1,2
miedo,1,1,1,28
viejito,1,1,1,2
solitario,1,1,1,8
esperansa,1,1,1,2
ninguna,4,1,1,2
cuida,1,1,1,2
tre,1,1,1,3
fortuna,1,1,1,2
va,1,1,1,14
panteon,1,1,1,2
visitar,1,1,1,2
tumba,1,1,1,2
terminada,1,1,1,2
barca,1,1,1,3
esperando,2,1,1,17
tiene,2,2,1,28
existir,1,1,1,6
lugar,11,2,1,8
envidia,1,1,1,3
maldad,1,1,1,4
desconcierto,1,1,1,3
puede,1,4,1,32
encuentre,1,1,1,7
haya,1,1,1,10
otro,5,1,1,23
lado,5,5,1,23
sol,1,4,1,20
viaje,1,1,1,7
prepara,1,1,1,5
equipaje,1,1,1,4
despertar,1,1,1,6
nueva,1,1,1,7
luz,1,2,3,8
guiara,1,1,1,3
mar,1,6,1,16
azul,1,1,1,10
abriendo,1,1,1,7
camino,3,1,1,16
deprisa,1,1,1,3
brisa,1,1,1,3
vendrá,1,1,1,3
buscar,1,1,1,5
llevara,1,1,1,3
amanecer,2,3,1,14
queda,1,1,1,12
nada,5,5,1,52
mundo,3,1,1,35
haga,1,1,1,4
conservar,1,1,1,2
marchar,1,1,1,3
tomame,1,1,1,2
mano,2,1,1,10
duerme,1,1,1,5
piense,1,1,1,7
mas,1,3,1,27
caminos,2,1,1,5
jugarme,1,1,1,4
albur,1,1,1,3
baraja,1,1,1,6
oro,1,1,1,7
gano,1,1,1,6
estuvo,1,1,1,5
pierdo,1,1,1,12
modo,1,1,1,12
soy,4,3,1,40
hombre,1,1,1,10
lloro,1,1,1,4
mujeres,1,1,1,7
barajear,1,1,1,4
cuál,1,1,1,3
tuya,1,1,1,15
apostar,1,1,1,4
despub,1,1,1,5
perdido,2,1,3,18
quieras,1,3,1,6
jugar,1,1,1,8
sí,1,1,1,10
juega,1,1,1,10
malicia,1,3,1,9
sota,1,1,1,7
oros,1,1,1,5
aparece,1,1,1,10
caballero,1,1,1,7
dispense,1,1,1,7
buen,1,1,1,10
amigo,1,1,1,28
llegué,1,1,1,9
agüite,1,1,1,3
pariente,1,1,1,3
quitío,1,1,1,3
mejorcita,1,1,1,3
hemo,1,1,1,3
deseado,1,1,1,3
aguantar,1,1,1,3
vara,1,1,1,3
señor,1,1,1,3
arriba,7,1,1,7
laguna,1,1,1,3
seca,1,1,1,3
quiera,1,4,1,10
creer,1,1,1,9
pantera,1,1,1,4
pierde,1,1,1,10
mujer,3,1,1,51
portamoned,1,1,1,3
veces,1,1,1,35
llega,1,1,1,7
camisa,1,1,1,4
reclamos,1,1,1,3
caballo,1,1,1,12
regando,1,1,1,4
rosal,1,1,1,4
cortar,1,1,1,4
flor,2,3,1,5
mayo,1,1,1,4
perdóneme,1,1,1,3
copas,1,1,1,4
saturdays,1,1,2,1
college,2,1,2,1
football,1,1,2,1
barbecue,1,1,2,1
fan,1,1,3,1
faulkner,1,1,2,1
cook,6,1,5,2
mouthed,1,1,2,1
fries,1,1,2,1
honky,8,1,2,1
tonk,8,1,2,1
truck,4,1,4,2
redman,1,1,2,1
dam,1,1,3,1
nascar,1,1,2,1
george,3,1,2,1
strait,1,1,2,1
scuff,2,1,2,1
cowboy,2,1,2,6
jeans,3,1,2,1
8,1,1,2,1
rocky,1,1,2,1
cream,2,1,5,1
holdin,5,7,5,3
emotional,1,1,3,1
stealin,1,1,3,3
bread,6,2,7,3
decadent,1,1,1,3
powerless,1,1,1,3
cup,2,7,4,4
overfil,1,1,1,3
table,2,2,2,17
cookin,2,1,1,3
farmin,1,1,1,3
chokin,1,1,1,3
raindrop,16,3,2,1
thigh,1,1,2,1
ima,1,1,2,1
tron,1,1,2,1
lime,1,1,2,2
gass,1,1,2,1
reply,2,1,4,4
glorify,7,6,2,1
unbelievable,2,1,2,1
matchless,1,1,3,1
undeniable,1,1,2,1
accept,2,2,8,1
faithfully,1,1,2,1
process,1,3,2,1
thousandth,1,1,2,1
canvas,2,1,1,2
undy,2,1,1,1
conference,1,1,2,1
retreat,3,1,2,2
seminar,1,1,2,1
z,1,1,2,2
web,1,3,2,4
surf,2,3,2,5
buzzing,2,1,2,2
important,1,1,3,2
east,1,7,3,5
seventh,1,3,2,2
lurk,1,2,2,1
creator,1,2,5,1
maker,1,3,4,1
healer,1,6,24,1
awesome,1,5,63,1
traveler,2,1,1,1
pilgrim,2,1,1,1
mountain,20,18,41,5
prepare,7,7,6,6
content,3,2,1,1
shimmy,1,1,13,1
cocoa,6,1,23,1
chocolate,3,1,6,1
pardon,1,1,2,4
nearness,1,1,2,1
mmmm,1,3,7,1
achieve,1,2,2,2
buyin,1,1,2,1
awright,1,1,10,1
sincerely,1,1,2,1
funny,2,6,10,6
robbery,1,1,2,1
mon,1,1,3,1
tummy,1,1,6,1
lotion,1,2,5,1
coldly,1,1,2,1
disrespect,3,2,2,2
smack,1,1,3,1
aww,3,1,3,3
thouch,1,1,2,1
pumpin,1,2,3,1
hump,1,1,3,1
cept,1,1,2,1
cutie,19,1,2,1
booty,1,2,2,1
nut,1,2,3,2
havin,3,10,6,2
heh,3,1,6,1
hah,3,1,7,1
mndr,1,1,1,4
q,1,1,1,6
deux,1,1,1,4
trois,1,1,1,4
pluck,1,2,1,3
skylarking,1,1,1,2
hiding,2,5,1,3
moulting,1,1,1,2
plane,4,6,3,4
contract,1,1,3,2
symbolise,1,1,1,2
grubby,1,1,1,2
grandstand,1,1,1,2
shitty,1,1,1,2
bon,1,2,1,3
vie,1,1,1,2
silhouette,1,1,1,8
je,1,2,2,15
plumerai,1,1,1,13
tête,1,1,1,13
alouette,1,1,1,4
cruel,5,9,1,26
fittin,1,1,2,2
hidden,1,2,2,2
division,1,2,1,2
lab,1,1,1,2
incision,3,4,1,2
fricasse,1,1,1,2
clearly,5,1,1,2
decide,5,8,3,4
difficile,1,1,1,2
imbecile,1,1,1,2
rumor,1,6,1,3
log,1,1,4,2
shoulder,3,14,2,12
weavin,1,1,1,4
believin,1,2,2,4
proof,1,1,2,2
structure,1,3,1,3
aim,2,22,4,8
perch,1,1,1,2
nest,5,1,1,2
jeb,1,1,1,2
rifle,1,2,1,4
hill,9,7,16,8
lone,1,1,1,3
rider,1,1,2,4
bead,1,2,1,2
stream,14,5,1,4
salt,3,3,2,2
sheriff,1,1,1,2
courthouse,1,1,1,2
courtroom,1,1,1,2
verdict,1,1,1,2
orphane,1,1,2,2
widow,2,1,1,2
gallow,1,1,1,2
distance,4,8,2,6
fetch,1,1,1,2
kingdom,5,2,1,4
perpetual,1,1,7,1
fifty,2,2,2,2
milky,1,1,2,1
shrink,3,1,2,1
bluebird,14,3,1,1
conversation,1,4,2,4
indignation,1,1,1,2
kin,4,3,3,4
slide,3,15,2,3
insult,1,2,1,2
calloused,2,1,1,2
shatter,4,9,1,2
slid,1,1,1,2
track,5,8,1,8
revenge,4,3,1,4
foe,1,1,1,3
future,17,7,9,4
indeed,8,1,2,2
aching,1,1,1,2
grief,2,1,4,2
apple,5,1,1,3
callous,2,1,1,4
outlet,1,1,1,2
miserable,1,6,1,3
changin,2,1,9,1
flowin,2,4,1,1
rivers,4,1,1,1
drifting,3,1,1,1
unmoving,1,1,9,1
unconsuming,1,1,9,1
suffering,1,8,3,1
compare,1,17,5,2
declare,13,10,2,1
alleluia,6,2,2,2
thank,16,18,37,5
awe,3,1,5,1
skilled,1,1,2,1
deed,1,2,3,1
christ,17,10,6,4
sinful,1,1,4,1
solace,1,1,2,1
unfailing,1,1,3,1
fully,1,1,3,1
glorious,1,2,5,1
powerful,2,3,13,1
display,2,1,3,1
marvelous,1,1,4,2
anew,1,1,5,1
eatrh,1,1,2,1
press,3,10,1,1
snapshot,1,3,1,2
healing,2,10,2,4
dazed,2,1,1,1
worth,12,17,14,14
await,6,6,3,3
guidance,2,5,1,1
replace,2,4,2,2
response,1,10,1,1
endless,2,5,3,5
radiate,1,3,2,2
erase,5,8,3,1
overtake,1,3,1,2
grateful,99,3,2,1
pierce,1,9,1,1
offering,2,3,5,1
ritz,1,1,2,1
footstep,1,1,2,2
lightn,1,1,3,1
joke,5,4,2,2
eden,2,2,3,1
wisdom,2,2,19,4
starless,2,1,2,1
void,1,1,3,1
wrath,1,5,2,1
sodom,1,1,2,1
tabernacle,5,1,1,1
galaxy,13,1,1,1
universe,13,2,3,5
celebrate,13,6,5,1
stumble,5,1,1,2
reveal,8,3,2,1
mindful,1,1,6,1
x3,1,1,2,1
miracle,4,2,76,14
blindly,5,1,4,1
violence,1,12,3,1
worldwide,1,1,3,1
drug,1,9,21,5
eliminate,4,1,3,1
incentive,1,1,3,1
ok,1,5,5,8
creation,9,2,3,1
testify,17,1,2,3
witness,9,2,2,3
valley,7,24,3,5
mountains,3,4,1,1
daily,6,1,8,1
dancing,3,4,6,1
foolishness,1,1,6,1
sonicpraise,1,1,2,1
album,2,2,2,1
version,5,9,4,1
wow,2,11,5,2
yellow,20,2,4,2
lisa,13,1,4,3
extraño,1,2,1,4
más,2,1,1,59
nunca,2,9,3,52
sé,1,1,1,35
qué,9,1,1,67
despierto,1,1,1,3
recuerdo,1,2,1,10
espera,1,2,1,14
espejo,2,1,1,4
miente,1,1,1,2
diferente,1,1,1,9
hace,2,1,1,31
falta,6,1,1,29
tú,12,4,1,85
gente,1,1,1,20
igual,2,1,1,19
mal,3,2,2,10
estaba,2,1,1,12
estabas,1,1,1,3
frío,1,3,1,8
